seed,regime,branch,level,alpha,dwell,homophily_rate,reverse_rate,graph_reset,reset_applied_here,cross_edge_fraction_of_initial,cross_edges_before_rewiring_block,cross_edges_after_rewiring_block,observed_cross_edge_drift_per_update,interior_predicted_drift_per_update,homophilic_attempts,homophilic_accepted,reverse_attempts,reverse_accepted,homophilic_acceptance_rate,reverse_acceptance_rate,Q,phi,B,mean_opinion,n_edges,n_bridges,r_x,P
20270824,fast reversible,down,37,0.1499999999999999,30,0.01,0.02,False,False,1.0,96,96,0.0,2.2400000000000007,0,0,33,0,,0.0,0.09968750000000001,0.41025641025641024,0.0625,-0.01831742683947844,240,96,0.4921815498194958,0.19846484332939124
20270824,fast reversible,down,38,0.09999999999999998,30,0.01,0.02,False,False,1.0,96,96,0.0,2.56,0,0,32,0,,0.0,0.09968750000000001,0.41025641025641024,0.0625,-0.016216707830582065,240,96,0.5110414384226118,0.1472123506454471
20270824,fast reversible,down,39,0.04999999999999993,30,0.01,0.02,False,False,1.0,96,96,0.0,2.8800000000000003,0,0,47,0,,0.0,0.09968750000000001,0.41025641025641024,0.0625,-0.014918182390405177,240,96,0.5122153279130534,0.0985838851979457
20270824,fast reversible,down,40,0.0,30,0.01,0.02,False,False,1.0,96,96,0.0,3.2,0,0,64,0,,0.0,0.09968750000000001,0.41025641025641024,0.0625,-0.009263992123233703,240,96,0.5134514967193438,0.05266317117830886
20270824,"fast reversible, slow ramp",up,0,0.0,120,0.01,0.02,False,False,1.0,96,96,0.0,3.2,0,0,185,0,,0.0,0.09968750000000001,0.41025641025641024,1.0,-0.0028885550309947624,240,96,0.4639809629329746,0.044739674468382035
20270824,"fast reversible, slow ramp",up,1,0.05,120,0.01,0.02,False,False,1.0,96,96,0.0,2.8800000000000003,0,0,193,0,,0.0,0.09968750000000001,0.41025641025641024,1.0,-0.005652060292560268,240,96,0.47215328921178323,0.08873162376259383
20270824,"fast reversible, slow ramp",up,2,0.1,120,0.01,0.02,False,False,1.0,96,96,0.0,2.56,0,0,158,0,,0.0,0.09968750000000001,0.41025641025641024,1.0,-0.008093820054091552,240,96,0.46283320665312433,0.13640676647816505
20270824,"fast reversible, slow ramp",up,3,0.15000000000000002,120,0.01,0.02,False,False,1.0,96,96,0.0,2.2399999999999998,0,0,142,0,,0.0,0.09968750000000001,0.41025641025641024,1.0,-0.010828184101575497,240,96,0.4510177098225686,0.18493498641615536
20270824,"fast reversible, slow ramp",up,4,0.2,120,0.01,0.02,False,False,1.0,96,96,0.0,1.92,0,0,102,0,,0.0,0.09968750000000001,0.41025641025641024,1.0,-0.010837778365789943,240,96,0.4400023516832905,0.2353672203240679
20270824,"fast reversible, slow ramp",up,5,0.25,120,0.01,0.02,False,False,1.0,96,96,0.0,1.6,0,0,99,0,,0.0,0.09968750000000001,0.41025641025641024,1.0,-0.012122828193385579,240,96,0.42850554595628115,0.28417564465076256
20270824,"fast reversible, slow ramp",up,6,0.30000000000000004,120,0.01,0.02,False,False,1.0,96,96,0.0,1.2799999999999998,0,0,72,0,,0.0,0.09968750000000001,0.41025641025641024,1.0,-0.0146143056733077,240,96,0.4119769040482843,0.33272747166937444
20270824,"fast reversible, slow ramp",up,7,0.35000000000000003,120,0.01,0.02,False,False,1.0,96,96,0.0,0.9599999999999997,0,0,58,0,,0.0,0.09968750000000001,0.41025641025641024,1.0,-0.010611036981649474,240,96,0.39349326497416404,0.37900912675350773
20270824,"fast reversible, slow ramp",up,8,0.4,120,0.01,0.02,False,False,1.0,96,96,0.0,0.6399999999999999,0,0,41,0,,0.0,0.09968750000000001,0.41025641025641024,1.0,-0.007625079587453882,240,96,0.37494182328641107,0.42553252256156204
20270824,"fast reversible, slow ramp",up,9,0.45,120,0.01,0.02,False,False,1.0,96,96,0.0,0.31999999999999995,0,0,15,0,,0.0,0.09968750000000001,0.41025641025641024,1.0,-0.010371385153165935,240,96,0.35785218246938155,0.47229747809933914
20270824,"fast reversible, slow ramp",up,10,0.5,120,0.01,0.02,False,False,1.0,96,96,0.0,0.0,0,0,0,0,,,0.09968750000000001,0.41025641025641024,1.0,-0.006338312935032236,240,96,0.34017365478251105,0.5181512099025309
20270824,"fast reversible, slow ramp",up,11,0.55,120,0.01,0.02,False,False,0.7916666666666666,96,76,-0.16666666666666666,-0.16000000000000014,10,10,0,0,1.0,,0.18302083333333338,0.3247863247863248,0.7916666666666666,-0.006079580204214713,240,76,0.451378492089521,0.6023124000595705
20270824,"fast reversible, slow ramp",up,12,0.6000000000000001,120,0.01,0.02,False,False,0.4583333333333333,76,44,-0.26666666666666666,-0.3200000000000003,16,16,0,0,1.0,,0.3163541666666667,0.18803418803418803,0.4583333333333333,-0.005567110006809176,240,44,0.6888846343563457,0.7134313191678464
20270824,"fast reversible, slow ramp",up,13,0.65,120,0.01,0.02,False,False,0.020833333333333332,44,2,-0.35,-0.4800000000000001,31,21,0,0,0.6774193548387096,,0.49135416666666665,0.008547008547008548,0.020833333333333332,8.817592050319734e-07,240,2,0.985465620514982,0.8607299725783832
20270824,"fast reversible, slow ramp",up,14,0.7000000000000001,120,0.01,0.02,False,False,0.020833333333333332,2,2,0.0,-0.6400000000000003,34,0,0,0,0.0,,0.49135416666666665,0.008547008547008548,0.020833333333333332,0.0003566881653902787,240,2,0.9849661427946655,0.8765562584327917
20270824,"fast reversible, slow ramp",up,15,0.75,120,0.01,0.02,False,False,0.020833333333333332,2,2,0.0,-0.8,47,0,0,0,0.0,,0.49135416666666665,0.008547008547008548,0.020833333333333332,-0.0009273012931241359,240,2,0.9850034853068492,0.8875546311515556
20270824,"fast reversible, slow ramp",up,16,0.8,120,0.01,0.02,False,False,0.020833333333333332,2,2,0.0,-0.9600000000000002,49,0,0,0,0.0,,0.49135416666666665,0.008547008547008548,0.020833333333333332,0.0009604180019618131,240,2,0.9844143239114501,0.8993408832885855
20270824,"fast reversible, slow ramp",up,17,0.8500000000000001,120,0.01,0.02,False,False,0.020833333333333332,2,2,0.0,-1.1200000000000003,51,0,0,0,0.0,,0.49135416666666665,0.008547008547008548,0.020833333333333332,0.0010081764899277257,240,2,0.984380288349035,0.9107233676571497
20270824,"fast reversible, slow ramp",up,18,0.9,120,0.01,0.02,False,False,0.020833333333333332,2,2,0.0,-1.28,60,0,0,0,0.0,,0.49135416666666665,0.008547008547008548,0.020833333333333332,-0.001487198612655577,240,2,0.9840077992019939,0.9175515626580214
20270824,"fast reversible, slow ramp",up,19,0.9500000000000001,120,0.01,0.02,False,False,0.020833333333333332,2,2,0.0,-1.4400000000000002,92,0,0,0,0.0,,0.49135416666666665,0.008547008547008548,0.020833333333333332,0.00010403783780320586,240,2,0.9836717893821193,0.9282821775373058
20270824,"fast reversible, slow ramp",up,20,1.0,120,0.01,0.02,False,False,0.020833333333333332,2,2,0.0,-1.6,110,0,0,0,0.0,,0.49135416666666665,0.008547008547008548,0.020833333333333332,0.0009897761513322917,240,2,0.9829510252071059,0.9339423621289497
20270824,"fast reversible, slow ramp",down,21,0.95,120,0.01,0.02,False,False,0.020833333333333332,2,2,0.0,-1.44,93,0,0,0,0.0,,0.49135416666666665,0.008547008547008548,0.020833333333333332,-0.0007545921258605536,240,2,0.9834354937347508,0.9271654101868428
20270824,"fast reversible, slow ramp",down,22,0.9,120,0.01,0.02,False,False,0.020833333333333332,2,2,0.0,-1.28,80,0,0,0,0.0,,0.49135416666666665,0.008547008547008548,0.020833333333333332,0.0004958954915923131,240,2,0.9840482936507707,0.9180857193869632
20270824,"fast reversible, slow ramp",down,23,0.85,120,0.01,0.02,False,False,0.020833333333333332,2,2,0.0,-1.1199999999999999,81,0,0,0,0.0,,0.49135416666666665,0.008547008547008548,0.020833333333333332,0.00023825099068356949,240,2,0.9842989347357948,0.9099355781607186
20270824,"fast reversible, slow ramp",down,24,0.8,120,0.01,0.02,False,False,0.020833333333333332,2,2,0.0,-0.9600000000000002,65,0,0,0,0.0,,0.49135416666666665,0.008547008547008548,0.020833333333333332,6.772477671607158e-05,240,2,0.9846244677007393,0.8994520219298583
20270824,"fast reversible, slow ramp",down,25,0.75,120,0.01,0.02,False,False,0.020833333333333332,2,2,0.0,-0.8,61,0,0,0,0.0,,0.49135416666666665,0.008547008547008548,0.020833333333333332,-0.0006489613970209002,240,2,0.9847913891447616,0.8857593902175092
