regime,alpha,root_index,G,M,L,C,dominant_real_eigenvalue,stable
"fast-subsystem monostable, no memory",0.395,0,0.022605323791822063,0.021612254381628258,0.06036092666827005,0.0580922081530559,-0.0007782566547397777,True
"fast-subsystem monostable, no memory",0.3975,0,0.022961484614710377,0.02196279885543494,0.0615075790597555,0.05897375085115989,-0.0007787018557683879,True
"fast-subsystem monostable, no memory",0.4,0,0.023323496242444355,0.022319135160233834,0.06267456741131773,0.05986874265589393,-0.0007791543703030555,True
"fast-subsystem monostable, no memory",0.4025,0,0.02369146261796047,0.022681366958979814,0.06386222214584131,0.06077739148396219,-0.0007796143282724505,True
"fast-subsystem monostable, no memory",0.405,0,0.024065489790920838,0.023049600012588246,0.0650708781792801,0.06169990857589882,-0.0007800818622386511,True
"fast-subsystem monostable, no memory",0.40750000000000003,0,0.0244456859691191,0.023423942231299826,0.06630087495166939,0.06263650855380372,-0.0007805571074613988,True
"fast-subsystem monostable, no memory",0.41000000000000003,0,0.024832161571431914,0.023804503727582617,0.06755255645716718,0.06358740948027991,-0.0007810402019642899,True
"fast-subsystem monostable, no memory",0.41250000000000003,0,0.025225029282372392,0.0241913968706274,0.06882627127306912,0.06455283291860647,-0.0007815312866029654,True
"fast-subsystem monostable, no memory",0.41500000000000004,0,0.025624404108304112,0.024584736342494987,0.07012237258773878,0.06553300399418095,-0.0007820305051353802,True
"fast-subsystem monostable, no memory",0.4175,0,0.02603040343537707,0.02498463919597661,0.07144121822739428,0.06652815145726794,-0.0007825380042942212,True
"fast-subsystem monostable, no memory",0.42,0,0.02644314708924951,0.02539122491423135,0.07278317068169067,0.06753850774709079,-0.0007830539338615619,True
"fast-subsystem monostable, no memory",0.4225,0,0.02686275739666239,0.025804615472267062,0.07414859712803559,0.06856430905730605,-0.000783578446745828,True
"fast-subsystem monostable, no memory",0.425,0,0.02728935924893608,0.026224935400334277,0.07553786945457501,0.06960579540290007,-0.00078411169906117,True
"fast-subsystem monostable, no memory",0.4275,0,0.02772308016746205,0.02665231184930573,0.07695136428178297,0.07066321068855055,-0.0007846538502093276,True
"fast-subsystem monostable, no memory",0.43,0,0.028164050371265598,0.027086874658117214,0.07838946298258949,0.0717368027784964,-0.000785205062964082,True
"fast-subsystem monostable, no memory",0.4325,0,0.028612402846718822,0.027528756423348847,0.07985255170097806,0.07282682356796116,-0.0007857655035583984,True
"fast-subsystem monostable, no memory",0.435,0,0.029068273419487,0.02797809257102964,0.0813410213689833,0.07393352905617774,-0.0007863353417743586,True
"fast-subsystem monostable, no memory",0.4375,0,0.029531800828794655,0.02843502143075139,0.08285526772201746,0.07505717942106255,-0.0007869147510359933,True
"fast-subsystem monostable, no memory",0.44,0,0.03000312680410249,0.028899684312182785,0.08439569131245388,0.07619803909559164,-0.0007875039085051282,True
"fast-subsystem monostable, no memory",0.4425,0,0.0304823961442895,0.029372225584077746,0.0859626975213937,0.07735637684593098,-0.0007881029951803619,True
"fast-subsystem monostable, no memory",0.445,0,0.03096975679943953,0.02985279275587694,0.08755669656853997,0.0785324658513764,-0.0007887121959992993,True
"fast-subsystem monostable, no memory",0.4475,0,0.03146535995533621,0.030341536562006045,0.08917810352010419,0.0797265837861618,-0.0007893316999441703,True
"fast-subsystem monostable, no memory",0.45,0,0.031969360120774656,0.030838611048978767,0.0908273382946672,0.08093901290319529,-0.0007899617001509684,True
"fast-subsystem monostable, no memory",0.4525,0,0.032481915217803595,0.03134417366541798,0.09250482566691531,0.0821700401197856,-0.0007906023940222543,True
"fast-subsystem monostable, no memory",0.455,0,0.03300318667501714,0.031858385355113615,0.09421099526917327,0.08341995710542525,-0.0007912539833437714,True
"fast-subsystem monostable, no memory",0.4575,0,0.03353333952402089,0.03238141065324164,0.09594628159065258,0.08468906037169828,-0.0007919166744050261,True
"fast-subsystem monostable, no memory",0.46,0,0.034072542499202954,0.03291341778587434,0.09771112397433407,0.08597765136438353,-0.0007925906781240037,True
"fast-subsystem monostable, no memory",0.4625,0,0.03462096814094688,0.03345457877291811,0.09950596661140179,0.0872860365578282,-0.0007932762101761835,True
"fast-subsystem monostable, no memory",0.465,0,0.03517879290243045,0.03400506953462251,0.10133125853314637,0.08861452755166968,-0.0007939734911280381,True
"fast-subsystem monostable, no memory",0.4675,0,0.035746197260160525,0.0345650700018099,0.10318745360025293,0.08996344116998613,-0.0007946827465752006,True
"fast-subsystem monostable, no memory",0.47000000000000003,0,0.036323365828402274,0.03513476422998368,0.10507501048939008,0.09133309956296055,-0.0007954042072855028,True
"fast-subsystem monostable, no memory",0.47250000000000003,0,0.036910487477668785,0.03571434051748017,0.1069943926770159,0.09272383031114821,-0.0007961381093470859,True
