regime,alpha,root_index,G,M,L,C,dominant_real_eigenvalue,stable
"fast-subsystem monostable, no memory",0.885,0,0.7890909721890367,0.7860267999181693,0.9490872087010667,0.9089005549527416,-0.0017363637152362956,True
"fast-subsystem monostable, no memory",0.8875000000000001,0,0.7936957256638333,0.7906888806248374,0.9505244446220258,0.9111839389887337,-0.0017421196570797915,True
"fast-subsystem monostable, no memory",0.89,0,0.798164175013427,0.7952156227045225,0.9519054616857829,0.9133853540548764,-0.0017477052187667838,True
"fast-subsystem monostable, no memory",0.8925000000000001,0,0.8025019175068016,0.7996125611932461,0.9532332885540208,0.9155089572308237,-0.001753127396883502,True
"fast-subsystem monostable, no memory",0.895,0,0.8067142631580606,0.8038849474213263,0.9545107460170746,0.9175586363610128,-0.0017583928289475756,True
"fast-subsystem monostable, no memory",0.8975,0,0.8108062498013573,0.8080377638694369,0.9557404636164292,0.9195380300199486,-0.0017635078122516968,True
"fast-subsystem monostable, no memory",0.9,0,0.814782657780867,0.8120757386520269,0.956924894849305,0.9214505459758806,-0.0017684783222260835,True
"fast-subsystem monostable, no memory",0.9025,0,0.8186480241459042,0.8160033595181032,0.9580663310680897,0.923299378238681,-0.0017733100301823804,True
"fast-subsystem monostable, no memory",0.905,0,0.8224066562779815,0.8198248872958894,0.9591669141825527,0.9250875227819612,-0.0017780083203474766,True
"fast-subsystem monostable, no memory",0.9075,0,0.8260626449046746,0.8235443687358132,0.96022864826677,0.9268177920303274,-0.001782578306130843,True
"fast-subsystem monostable, no memory",0.91,0,0.8296198764764962,0.8271656487275243,0.9612534101660472,0.9284928282012572,-0.00178702484559562,True
"fast-subsystem monostable, no memory",0.9125,0,0.8330820448989718,0.8306923818825971,0.9622429591922201,0.930115115588042,-0.0017913525561237147,True
"fast-subsystem monostable, no memory",0.915,0,0.8364526626239881,0.8341280434864029,0.9631989459888236,0.9316869918662306,-0.0017955658282799852,True
"fast-subsystem monostable, no memory",0.9175,0,0.8397350711131057,0.8374759398312721,0.9641229206409118,0.9332106585013638,-0.001799668838891382,True
"fast-subsystem monostable, no memory",0.92,0,0.8429324506916556,0.8407392179491795,0.9650163400979177,0.9346881903308548,-0.0018036655633645695,True
"fast-subsystem monostable, no memory",0.9225,0,0.8460478298166274,0.8439208747664031,0.965880574971901,0.9361215443878249,-0.001807559787270784,True
"fast-subsystem monostable, no memory",0.925,0,0.8490840937840731,0.8470237657053304,0.9667169157679181,0.9375125680297137,-0.0018113551172300913,True
"fast-subsystem monostable, no memory",0.9275,0,0.8520439929033155,0.850050612760185,0.9675265785980426,0.9388630064296394,-0.0018150549911291442,True
"fast-subsystem monostable, no memory",0.93,0,0.8549301501660005,0.8530040120742199,0.968310710425789,0.9401745094838617,-0.0018186626877075007,True
"fast-subsystem monostable, no memory",0.9325,0,0.8577450684381001,0.8558864410460161,0.969070393883303,0.9414486381843217,-0.0018221813355476248,True
"fast-subsystem monostable, no memory",0.935,0,0.8604911372026227,0.8587002649922111,0.9698066516997066,0.9426868705011433,-0.0018256139215032782,True
"fast-subsystem monostable, no memory",0.9375,0,0.8631706388800642,0.8614477433932777,0.970520450775346,0.9438906068161671,-0.0018289632986000803,True
"fast-subsystem monostable, no memory",0.9400000000000001,0,0.8657857547527019,0.8641310357480779,0.9712127059334063,0.945061174945062,-0.0018322321934408775,True
"fast-subsystem monostable, no memory",0.9425,0,0.8683385705177242,0.8667522070618285,0.9718842833773735,0.9461998347823065,-0.0018354232131471554,True
"fast-subsystem monostable, no memory",0.9450000000000001,0,0.8708310814930089,0.8693132329909612,0.9725360038801361,0.9473077826003482,-0.0018385388518662611,True
"fast-subsystem monostable, no memory",0.9475,0,0.8732651974981054,0.8718160046671284,0.9731686457280735,0.9483861550315116,-0.0018415814968726317,True
"fast-subsystem monostable, no memory",0.9500000000000001,0,0.8756427474317192,0.8742623332213698,0.9737829474412966,0.949436032758721,-0.0018445534342896488,True
"fast-subsystem monostable, no memory",0.9525,0,0.8779654835657391,0.8766539540282166,0.9743796102892072,0.9504584439388231,-0.0018474568544571738,True
"fast-subsystem monostable, no memory",0.9550000000000001,0,0.8802350855746215,0.8789925306883082,0.9749593006187683,0.9514543673802113,-0.001850293856968277,True
"fast-subsystem monostable, no memory",0.9575,0,0.8824531643177496,0.8812796587669111,0.9755226520112572,0.9524247354945554,-0.0018530664553971868,True
"fast-subsystem monostable, no memory",0.96,0,0.8846212653912435,0.8835168693046128,0.9760702672818174,0.9533704370407153,-0.0018557765817390542,True
"fast-subsystem monostable, no memory",0.9625,0,0.8867408724646109,0.885705632115385,0.9766027203348219,0.9542923196773477,-0.0018584260905807636,True
"fast-subsystem monostable, no memory",0.965,0,0.8888134104165797,0.8878473588861854,0.977120557886862,0.9551911923392833,-0.0018610167630207244,True
"fast-subsystem monostable, no memory",0.9675,0,0.8908402482834992,0.8899434060913142,0.9776243010681237,0.9560678274514589,-0.0018635503103543738,True
"fast-subsystem monostable, no memory",0.97,0,0.8928227020327508,0.8919950777338226,0.9781144469119324,0.9569229629930033,-0.0018660283775409384,True
"fast-subsystem monostable, no memory",0.9725,0,0.8947620371727703,0.89400362792543,0.978591469741388,0.9577573044230052,-0.0018684525464659626,True
"fast-subsystem monostable, no memory",0.975,0,0.8966594712104607,0.8959702633156026,0.9790558224612133,0.9585715264785142,-0.0018708243390130757,True
"fast-subsystem monostable, no memory",0.9775,0,0.8985161759660327,0.8978961453797092,0.979507937762235,0.9593662748544394,-0.001873145219957541,True
"fast-subsystem monostable, no memory",0.98,0,0.9003332797545949,0.899782392575467,0.979948229245266,0.9601421677741999,-0.0018754165996932436,True
"fast-subsystem monostable, no memory",0.9825,0,0.9021118694431787,0.9016300823762601,0.9803770924705724,0.9608997974592501,-0.0018776398368039733,True
"fast-subsystem monostable, no memory",0.985,0,0.903852992391257,0.9034402531892924,0.9807949059385848,0.9616397315049282,-0.0018798162404890714,True
"fast-subsystem monostable, no memory",0.9875,0,0.9055576582822635,0.905213906165998,0.9812020320070307,0.9623625141694718,-0.0018819470728528294,True
"fast-subsystem monostable, no memory",0.99,0,0.9072268408530877,0.9069520069115993,0.9815988177492248,0.9630686675824843,-0.0018840335510663594,True
"fast-subsystem monostable, no memory",0.9925,0,0.9088614795280368,0.9086554871002306,0.9819855957578668,0.9637586928786316,-0.001886076849410046,True
"fast-subsystem monostable, no memory",0.995,0,0.9104624809633048,0.910325246001596,0.9823626848983308,0.9644330712618858,-0.0018880781012041309,True
"fast-subsystem monostable, no memory",0.9975,0,0.9120307205075655,0.911962151924714,0.982730391015105,0.9650922650052092,-0.0018900384006344567,True
"fast-subsystem monostable, no memory",1.0,0,0.9135670435839212,0.9135670435839212,0.9830890075947453,0.9657367183901874,-0.0018919588044799015,True
fast-subsystem monostable + slow memory,0.0,0,0.002057979983893235,0.0,0.002057979983893235,0.00546918749306714,-0.0007475542419820401,True
fast-subsystem monostable + slow memory,0.0025,0,0.0020896219219255973,0.0001611119446357438,0.0021130804937298823,0.005552985723966691,-0.0007475145611293162,True
fast-subsystem monostable + slow memory,0.005,0,0.0021217663891812026,0.00030441411609486406,0.0021694025662151637,0.005638105798845478,-0.0007474741372480096,True
fast-subsystem monostable + slow memory,0.0075,0,0.002154420859226399,0.00043348508233931565,0.002226970636395562,0.0057245670800582,-0.0007474329707174136,True
fast-subsystem monostable + slow memory,0.01,0,0.00218759314086785,0.0005510310178508439,0.002285809813222811,0.0058123898022086635,-0.0007473910533057793,True
fast-subsystem monostable + slow memory,0.0125,0,0.0022212913277369567,0.0006591368925035481,0.002345945844531922,0.005901594937873029,-0.0007473483731530766,True
fast-subsystem monostable + slow memory,0.015,0,0.0022555237654543593,0.0007594356112640941,0.002407405097362342,0.005992204109916011,-0.0007473049164892154,True
fast-subsystem monostable + slow memory,0.0175,0,0.002290299030052417,0.0008532247584016456,0.0024702145481828265,0.006084239533635625,-0.0007472606683382162,True
fast-subsystem monostable + slow memory,0.02,0,0.0023256259138178925,0.0009415489529627096,0.002534401779720558,0.0061777239785594604,-0.0007472156128424712,True
fast-subsystem monostable + slow memory,0.0225,0,0.0023615134161551667,0.0010252590808198987,0.002599994982333815,0.0062726807435286094,-0.0007471697334239816,True
fast-subsystem monostable + slow memory,0.025,0,0.0023979707379295796,0.0011050556395988847,0.0026670229586077928,0.006369133640983809,-0.0007471230128679487,True
fast-subsystem monostable + slow memory,0.0275,0,0.0024350072782790694,0.0011815209554949166,0.002735515130308652,0.006467106987769804,-0.0007470754333661569,True
fast-subsystem monostable + slow memory,0.03,0,0.0024726326332155137,0.0012551434686373165,0.0028055015471180863,0.006566625600657546,-0.0007470269765379566,True
fast-subsystem monostable + slow memory,0.0325,0,0.0025108565955523337,0.0013263362755863608,0.0028770128967562938,0.006667714795354261,-0.0007469776234380227,True
fast-subsystem monostable + slow memory,0.035,0,0.002549689155836565,0.0013954514535462045,0.002950080516223407,0.006770400388146956,-0.0007469273545557993,True
fast-subsystem monostable + slow memory,0.0375,0,0.0025891405040589094,0.0014627912452310225,0.0030247364039718764,0.006874708699577621,-0.0007468761498094532,True
fast-subsystem monostable + slow memory,0.04,0,0.0026292210319801184,0.0015286168790582084,0.00310101323287832,0.006980666559720222,-0.0007468239885359923,True
fast-subsystem monostable + slow memory,0.0425,0,0.002669941335957369,0.0015931555883213504,0.0031789443639227435,0.0070883013147496985,-0.00074677084947856,True
fast-subsystem monostable + slow memory,0.045,0,0.0027113122201859853,0.001656606244512822,0.003258563860510558,0.00719764083457713,-0.0007467167107715365,True
fast-subsystem monostable + slow memory,0.0475,0,0.002753344700294677,0.0017191439140847471,0.0033399065033928236,0.007308713521385673,-0.0007466615499238595,True
fast-subsystem monostable + slow memory,0.05,0,0.0027960500072488313,0.001780923571496071,0.0034230078061545455,0.007421548318945242,-0.000746605343800815,True
fast-subsystem monostable + slow memory,0.0525,0,0.0028394395915286126,0.001842083145569999,0.0035079040312516996,0.0075361747226161775,-0.000746548068604463,True
fast-subsystem monostable + slow memory,0.055,0,0.0028835251275574555,0.0019027460349809247,0.0035946322065856517,0.0076526227899755255,-0.0007464896998528198,True
fast-subsystem monostable + slow memory,0.0575,0,0.002928318518363309,0.0019630231979701576,0.0036832301426097678,0.0077709231520174385,-0.0007464302123578371,True
fast-subsystem monostable + slow memory,0.06,0,0.0029738319004602087,0.002023014898272251,0.0037737364499679767,0.007891107024892936,-0.0007463695802022292,True
fast-subsystem monostable + slow memory,0.0625,0,0.003020077648941551,0.0020828121716838285,0.003866190557668617,0.008013206222164273,-0.0007463077767151543,True
fast-subsystem monostable + slow memory,0.065,0,0.0030670683827796587,0.0021424980642738077,0.003960632731800163,0.008137253167557607,-0.0007462447744467415,True
fast-subsystem monostable + slow memory,0.0675,0,0.0031148169703285704,0.0022021486828717306,0.0040571040947978455,0.008263280908203746,-0.0007461805451414632,True
fast-subsystem monostable + slow memory,0.07,0,0.0031633365350289934,0.0022618340904190966,0.004155646645272333,0.008391323128362013,-0.0007461150597103119,True
fast-subsystem monostable + slow memory,0.0725,0,0.003212640461315956,0.002321619072468545,0.004256303278413571,0.00852141416362639,-0.0007460482882017574,True
fast-subsystem monostable + slow memory,0.075,0,0.0032627424007309388,0.00238156379615397,0.004359117806984343,0.008653589015616253,-0.0007459801997714516,True
fast-subsystem monostable + slow memory,0.0775,0,0.003313656278241506,0.0024417243790227404,0.004464134982919798,0.00878788336715729,-0.0007459107626506186,True
fast-subsystem monostable + slow memory,0.08,0,0.003365396298772287,0.0025021533819868306,0.004571400519550378,0.008924333597960125,-0.000745839944113109,True
fast-subsystem monostable + slow memory,0.0825,0,0.0034179769539520862,0.0025629002381372156,0.004680961114466995,0.00906297680080663,-0.0007457677104410295,True
fast-subsystem monostable + slow memory,0.085,0,0.0034714130290826022,0.00262401162714114,0.004792864473048473,0.009203850798255612,-0.0007456940268889267,True
fast-subsystem monostable + slow memory,0.08750000000000001,0,0.0035257196103349138,0.0026855318033018934,0.004907159332672504,0.009346994159881137,-0.00074561885764643,True
fast-subsystem monostable + slow memory,0.09,0,0.0035809120921806064,0.0027475028840260405,0.005023895487632637,0.009492446220058647,-0.0007455421657993086,True
fast-subsystem monostable + slow memory,0.0925,0,0.0036370061850648687,0.002809965104351642,0.005143123814784869,0.0096402470963149,-0.0007454639132888616,True
fast-subsystem monostable + slow memory,0.095,0,0.003694017923329649,0.0028729570422948558,0.005264896299948828,0.009790437708259807,-0.0007453840608695664,True
fast-subsystem monostable + slow memory,0.0975,0,0.0037519636733953365,0.0029365158190330747,0.005389266065089579,0.009943059797118918,-0.0007453025680649086,True
fast-subsystem monostable + slow memory,0.1,0,0.0038108601422101396,0.003000677277330819,0.005516287396307498,0.010098155945887035,-0.0007452193931213044,True
fast-subsystem monostable + slow memory,0.10250000000000001,0,0.0038707243859768675,0.003065476141105883,0.005646015772664993,0.01025576960012471,-0.0007451344929600286,True
fast-subsystem monostable + slow memory,0.105,0,0.00393157381916725,0.003130946158608732,0.005778507895879955,0.010415945089420254,-0.0007450478231270539,True
fast-subsystem monostable + slow memory,0.1075,0,0.003993426223834777,0.003197120231332999,0.005913821720917732,0.010578727649541927,-0.0007449593377406966,True
fast-subsystem monostable + slow memory,0.11,0,0.0040562997592372835,0.003264030530476234,0.006052016487514242,0.010744163445305424,-0.0007448689894369717,True
fast-subsystem monostable + slow memory,0.1125,0,0.004120212971781509,0.0033317086025187407,0.006193152752665096,0.010912299594184152,-0.0007447767293125353,True
fast-subsystem monostable + slow memory,0.115,0,0.004185184805302089,0.003400185465275452,0.006337292424116532,0.011083184190690168,-0.0007446825068651063,True
fast-subsystem monostable + slow memory,0.11750000000000001,0,0.004251234611688403,0.0034694916955956743,0.0064844987948961446,0.011256866331555974,-0.000744586269931237,True
fast-subsystem monostable + slow memory,0.12,0,0.00431838216187329,0.0035396575097322047,0.00663483657892301,0.01143339614174851,-0.000744487964621301,True
fast-subsystem monostable + slow memory,0.1225,0,0.004386647657198232,0.003610712837270509,0.006788371947738476,0.011612824801348138,-0.0007443875352515666,True
fast-subsystem monostable + slow memory,0.125,0,0.00445605174117061,0.0036826873893971985,0.006945172568401241,0.01179520457332756,-0.0007442849242732022,True
fast-subsystem monostable + slow memory,0.1275,0,0.004526615511629115,0.003755610722191067,0.007105307642591893,0.01198058883226666,-0.0007441800721980584,True
fast-subsystem monostable + slow memory,0.13,0,0.004598360533334601,0.0038295122955381046,0.007268847946974868,0.012169032094042062,-0.0007440729175210762,True
fast-subsystem monostable + slow memory,0.1325,0,0.004671308851004134,0.0039044215282009005,0.0074358658748674466,0.012360590046531034,-0.0007439633966391288,True
fast-subsystem monostable + slow memory,0.135,0,0.00474548300280722,0.003980367849512114,0.007606435479268223,0.012555319581372227,-0.0007438514437661312,True
fast-subsystem monostable + slow memory,0.1375,0,0.004820906034344015,0.004057380748108964,0.00778063251729992,0.0127532788268275,-0.0007437369908442215,True
fast-subsystem monostable + slow memory,0.14,0,0.004897601513126404,0.0041354898180801965,0.007958534496124032,0.012954527181791443,-0.0007436199674508015,True
fast-subsystem monostable + slow memory,0.14250000000000002,0,0.00497559354358389,0.004214724802857508,0.00814022072038777,0.013159125350997648,-0.0007435003007012353,True
fast-subsystem monostable + slow memory,0.145,0,0.005054906782617332,0.004295115637149212,0.008325772341266488,0.013367135381472934,-0.00074337791514696,True
fast-subsystem monostable + slow memory,0.1475,0,0.005135566455724964,0.004376692487184355,0.008515272407168395,0.013578620700294168,-0.0007432527326687922,True
fast-subsystem monostable + slow memory,0.15,0,0.005217598373726144,0.0044594857895095255,0.008708805916171207,0.013793646153704181,-0.0007431246723651504,True
fast-subsystem monostable + slow memory,0.1525,0,0.005301028950109858,0.0045435262885584,0.008906459870264274,0.014012278047647011,-0.0007429936504349311,True
fast-subsystem monostable + slow memory,0.155,0,0.005385885219036386,0.004628845073194565,0.009108323331473437,0.014234584189785538,-0.0007428595800547671,True
fast-subsystem monostable + slow memory,0.1575,0,0.0054721948540219605,0.004715473612411209,0.009314487479949594,0.014460633933067846,-0.0007427223712503455,True
fast-subsystem monostable + slow memory,0.16,0,0.005559986187338136,0.004803443790356921,0.009525045674106699,0.014690498220912711,-0.0007425819307614637,True
fast-subsystem monostable + slow memory,0.1625,0,0.005649288230158912,0.004892787940843827,0.009740093512898626,0.014924249634087425,-0.0007424381619005096,True
fast-subsystem monostable + slow memory,0.165,0,0.005740130693490905,0.0049835388814838165,0.009959728900329874,0.015161962439356238,-0.0007422909644039706,True
fast-subsystem monostable + slow memory,0.1675,0,0.0058325440099235275,0.00507572994758899,0.010184052112299589,0.01540371263998123,-0.0007421402342766076,True
fast-subsystem monostable + slow memory,0.17,0,0.00592655935623836,0.0051693950259647055,0.010413165865883959,0.01564957802816231,-0.000741985863627898,True
fast-subsystem monostable + slow memory,0.17250000000000001,0,0.006022208676918944,0.005264568588716674,0.010647175391167584,0.01589963823950746,-0.000741827740500281,True
fast-subsystem monostable + slow memory,0.17500000000000002,0,0.006119524708604872,0.005361285727188249,0.010886188505740775,0.01615397480963014,-0.0007416657486887888,True
fast-subsystem monostable + slow memory,0.1775,0,0.006218541005536064,0.005459582186138996,0.011130315691985524,0.016412671232975108,-0.000741499767551556,True
fast-subsystem monostable + slow memory,0.18,0,0.006319291966036448,0.005559494398272535,0.011379670177280747,0.016675813023981242,-0.0007413296718106958,True
fast-subsystem monostable + slow memory,0.1825,0,0.006421812860088456,0.005661059519218178,0.011634368017263553,0.016943487780694523,-0.0007411553313429815,True
fast-subsystem monostable + slow memory,0.185,0,0.006526139858053179,0.005764315463069172,0.011894528182291845,0.01721578525095194,-0.0007409766109597926,True
fast-subsystem monostable + slow memory,0.1875,0,0.0066323100605942525,0.005869300938578984,0.012160272647261713,0.017492797401264106,-0.0007407933701756499,True
fast-subsystem monostable + slow memory,0.19,0,0.006740361529866741,0.005976055486116103,0.012431726484941476,0.01777461848853106,-0.0007406054629647179,True
fast-subsystem monostable + slow memory,0.1925,0,0.006850333322036351,0.006084619515478129,0.012709017962994233,0.018061345134734813,-0.0007404127375045766,True
fast-subsystem monostable + slow memory,0.195,0,0.006962265521197998,0.006195034344666255,0.01299227864487051,0.01835307640476004,-0.000740215035906487,True
fast-subsystem monostable + slow memory,0.1975,0,0.007076199274767117,0.006307342239722467,0.013281643494763304,0.018649913887503606,-0.0007400121939313842,True
fast-subsystem monostable + slow memory,0.2,0,0.007192176830421592,0.0064215864557335646,0.01357725098682956,0.018951961780443678,-0.0007398040406907453,True
fast-subsystem monostable + slow memory,0.2025,0,0.00731024157467716,0.006537811279108424,0.013879243218894244,0.019259326977849465,-0.0007395903983314272,True
fast-subsystem monostable + slow memory,0.20500000000000002,0,0.007430438073184173,0.006656062071237735,0.014187766030866307,0.01957211916282389,-0.0007393710817035087,True
fast-subsystem monostable + slow memory,0.20750000000000002,0,0.00755281211283939,0.006776385313649004,0.014502969128110063,0.01989045090338352,-0.0007391458980101419,True
fast-subsystem monostable + slow memory,0.21,0,0.007677410745812373,0.006898828654773635,0.014825006210030543,0.020214437752793246,-0.0007389146464382806,True
fast-subsystem monostable + slow memory,0.2125,0,0.00780428233559261,0.007023440958447558,0.01515403510414763,0.020544198354386874,-0.0007386771177691548,True
fast-subsystem monostable + slow memory,0.215,0,0.007933476605170218,0.0071502723542720475,0.015490217905950942,0.020879854551119476,-0.0007384330939672418,True
fast-subsystem monostable + slow memory,0.2175,0,0.008065044687470956,0.007279374289967561,0.01583372112484668,0.021221531500114226,-0.0007381823477463895,True
fast-subsystem monostable + slow memory,0.22,0,0.008199039178173887,0.007410799585859717,0.01618471583652705,0.02156935779248267,-0.0007379246421117071,True
fast-subsystem monostable + slow memory,0.2225,0,0.00833551419104886,0.007544602491643938,0.01654337784211474,0.021923465578716356,-0.0007376597298756817,True
fast-subsystem monostable + slow memory,0.225,0,0.008474525415960582,0.007680838745583609,0.01690988783445858,0.022283990699968365,-0.000737387353146918,True
fast-subsystem monostable + slow memory,0.2275,0,0.008616130179695564,0.00781956563630494,0.017284431571980646,0.02265107282556347,-0.0007371072427897736,True
fast-subsystem monostable + slow memory,0.23,0,0.008760387509779716,0.007960842067362051,0.017667200060502913,0.02302485559710038,-0.0007368191178530285,True
fast-subsystem monostable + slow memory,0.2325,0,0.008907358201465695,0.008104728624755989,0.018058389743510154,0.02340548677953356,-0.0007365226849656315,True
fast-subsystem monostable + slow memory,0.23500000000000001,0,0.009057104888081986,0.008251287647603283,0.01845820270133729,0.023793118419649758,-0.0007362176376973745,True
fast-subsystem monostable + slow memory,0.23750000000000002,0,0.009209692114949462,0.008400583302162255,0.01886684685980335,0.024187907012383436,-0.0007359036558822577,True
fast-subsystem monostable + slow memory,0.24,0,0.009365186417086072,0.008552681659439334,0.019284536208851056,0.02459001367544742,-0.0007355804049020859,True
fast-subsystem monostable + slow memory,0.2425,0,0.009523656400936435,0.008707650776612633,0.019711491031790415,0.024999604332789086,-0.0007352475349277187,True
fast-subsystem monostable + slow memory,0.245,0,0.009685172830380576,0.008865560782526588,0.02014793814578782,0.025416849907419534,-0.0007349046801151548,True
fast-subsystem monostable + slow memory,0.2475,0,0.009849808717295235,0.009026483967529652,0.020594111154288972,0.02584192652420428,-0.0007345514577534656,True
fast-subsystem monostable + slow memory,0.25,0,0.01001763941696181,0.009190494877946615,0.021050250712114416,0.026275015723247336,-0.000734187467361361,True
fast-subsystem monostable + slow memory,0.2525,0,0.010188742728637325,0.009357670415498499,0.021516604804020963,0.026716304684548282,-0.000733812289728919,True
fast-subsystem monostable + slow memory,0.255,0,0.010363199001629578,0.009528089942006645,0.02199342903758274,0.027165986464664064,-0.0007334254859007839,True
fast-subsystem monostable + slow memory,0.2575,0,0.0105410912472442,0.00970183538974312,0.022480986951309935,0.02762426024616381,-0.0007330265960968201,True
fast-subsystem monostable + slow memory,0.26,0,0.010722505257000393,0.009878991377817514,0.022979550338994206,0.028091331600726164,-0.0007326151385659386,True
fast-subsystem monostable + slow memory,0.2625,0,0.010907529727544177,0.01005964533502098,0.023489399591347083,0.02856741276679638,-0.0007321906083684686,True
fast-subsystem monostable + slow memory,0.265,0,0.011096256392722478,0.010243887629581803,0.024010824056081292,0.029052722942793333,-0.0007317524760821067,True
fast-subsystem monostable + slow memory,0.2675,0,0.01128878016331954,0.010431811706323436,0.024544122417677193,0.02954748859693709,-0.0007313001864260441,True
fast-subsystem monostable + slow memory,0.27,0,0.011485199274999094,0.010623514231756614,0.025089603098177454,0.030051943794855932,-0.0007308331567975398,True
fast-subsystem monostable + slow memory,0.2725,0,0.011685615445040768,0.010819095247680658,0.02564758468046168,0.030566330546226705,-0.0007303507757146368,True
fast-subsystem monostable + slow memory,0.275,0,0.01189013403851022,0.011018658333918485,0.02621839635557518,0.03109089917180955,-0.0007298524011583286,True
fast-subsystem monostable + slow memory,0.2775,0,0.012098864244556962,0.011222310780862561,0.026802378395816732,0.03162590869235268,-0.0007293373588068538,True
fast-subsystem monostable + slow memory,0.28,0,0.012311919263594887,0.011430163772568197,0.027399882655436452,0.032171627240970856,-0.000728804940154258,True
fast-subsystem monostable + slow memory,0.28250000000000003,0,0.012529416506187382,0.011642332581195411,0.02801127310095462,0.03272833250074171,-0.0007282544005046746,True
fast-subsystem monostable + slow memory,0.28500000000000003,0,0.01275147780453232,0.011858936773671763,0.0286369263732875,0.033296312169417676,-0.0007276849568331026,True
fast-subsystem monostable + slow memory,0.28750000000000003,0,0.012978229637524208,0.012080100431527997,0.029277232384061633,0.03387586445332311,-0.0007270957855026297,True
fast-subsystem monostable + slow memory,0.29,0,0.01320980337046044,0.012305952384945478,0.02993259494871097,0.03446729859269378,-0.0007264860198272378,True
fast-subsystem monostable + slow memory,0.2925,0,0.013446335510558533,0.012536626462151156,0.03060343245918885,0.03507093542092461,-0.0007258547474683569,True
fast-subsystem monostable + slow memory,0.2925,1,0.7193497267788334,0.6706822697674995,0.8558434769322465,0.872368818884875,0.0009523232192289488,False
fast-subsystem monostable + slow memory,0.2925,2,0.8038128374213458,0.7494310461255674,0.9046718246016627,0.9161481542201756,-0.0006533530895459602,True
fast-subsystem monostable + slow memory,0.295,0,0.013687967979561878,0.012772261755403302,0.031290178599388666,0.03568710796042262,-0.0007252010076522973,True
fast-subsystem monostable + slow memory,0.295,1,0.692531626685094,0.646202213734312,0.8398047992332595,0.8572715590239948,0.0016516791417357387,False
fast-subsystem monostable + slow memory,0.295,2,0.8243375657850955,0.7691905168641567,0.9161238823186951,0.9260024708603065,-0.0009249319473384586,True
fast-subsystem monostable + slow memory,0.2975,0,0.01393484840483425,0.013013002904930357,0.031993283106657625,0.0363161620580182,-0.0007245237881945423,True
fast-subsystem monostable + slow memory,0.2975,1,0.6722579227924437,0.627785394430674,0.8275028347752647,0.8454360214217235,0.0022382746734592495,False
fast-subsystem monostable + slow memory,0.2975,2,0.8383501994191436,0.7828900080897597,0.9238342116152245,0.9325686606866105,-0.001089254541629681,True
fast-subsystem monostable + slow memory,0.3,0,0.014187130430480168,0.013259000402317913,0.032713212583110954,0.036958457063172884,-0.000723822022315637,True
fast-subsystem monostable + slow memory,0.3,1,0.6550097020063523,0.6121586000059367,0.8169096988561813,0.8350656744204669,0.0027703016568126184,False
fast-subsystem monostable + slow memory,0.3,2,0.8493693082843965,0.7938030918545762,0.9298298314458723,0.937642935784019,-0.0012074925077005948,True
fast-subsystem monostable + slow memory,0.3025,0,0.01444497405018021,0.013510410914986516,0.03345045136081238,0.03761436655253826,-0.0007230945852319394,True
fast-subsystem monostable + slow memory,0.3025,1,0.6396147410303787,0.5982328489191918,0.8073502078736332,0.825565840559431,0.003264578968807164,False
fast-subsystem monostable + slow memory,0.3025,2,0.8585667660146814,0.8030190823821323,0.9347850471901075,0.9418196394100913,-0.001299164964499027,True
fast-subsystem monostable + slow memory,0.305,0,0.014708545963599873,0.013767397633567475,0.034205502425285556,0.03828427910477325,-0.000722340290503019,True
fast-subsystem monostable + slow memory,0.305,1,0.6255088587311464,0.5854847381095585,0.7984993579891108,0.8166519293920453,0.0037277108380044865,False
fast-subsystem monostable + slow memory,0.305,2,0.8665063972434042,0.8110616883818883,0.9390239709337731,0.945383012440645,-0.0013733028558194243,True
fast-subsystem monostable + slow memory,0.3075,0,0.014978019958420928,0.014030130644168564,0.03497888840226826,0.03896859912992299,-0.0007215578861156818,True
fast-subsystem monostable + slow memory,0.3075,1,0.6123687736147572,0.573614798222642,0.7901707754384905,0.80816172364973,0.004162528049661263,False
fast-subsystem monostable + slow memory,0.3075,2,0.8735111197913399,0.8182306582464002,0.9427320700437947,0.948494906413775,-0.001434896323688708,True
fast-subsystem monostable + slow memory,0.31,0,0.015253577320255413,0.014298787327726575,0.03577115261311645,0.039667747758100155,-0.0007207460502826889,True
fast-subsystem monostable + slow memory,0.31,1,0.5999886824958691,0.5624326929958253,0.7822456421381959,0.7999924549260866,0.004570208493119855,False
fast-subsystem monostable + slow memory,0.31,2,0.8797863656321321,0.824716581028004,0.9460272403812972,0.9512577069934623,-0.0014870212628571662,True
fast-subsystem monostable + slow memory,0.3125,0,0.015535407272941181,0.014573552788875404,0.03658286020482423,0.040382163792705976,-0.000719903386932073,True
fast-subsystem monostable + slow memory,0.3125,1,0.5882279025037878,0.5518085389341348,0.7746425600194672,0.7920741820848296,0.004951156247246751,False
fast-subsystem monostable + slow memory,0.3125,2,0.8854724384887185,0.8306495670625876,0.9489899407146302,0.9537409546442482,-0.0015317243318028573,True
fast-subsystem monostable + slow memory,0.315,0,0.015823707451984227,0.01485462031701693,0.037414599361248344,0.04111230473397909,-0.0007190284208605028,True
fast-subsystem monostable + slow memory,0.315,1,0.5769851697057975,0.5416490193930151,0.767302764846758,0.7843567576641902,0.00530542097962428,False
fast-subsystem monostable + slow memory,0.315,2,0.8906702147777554,0.8361231341230605,0.9516779775696254,0.955994377238478,-0.001570448449785267,True
