label,step,branch,alpha,dwell,link,ablated,reset_channels,reset_target,freeze_after_reset,recovery_multiplier,reset_applied_here,G,M,L,C
ablate M,10,up,0.3333333333333333,50.0,logistic,M,none,none,False,1.0,False,0.016189719822385675,0.0117800837908439,0.0067432271236833995,0.0067101536241116954
ablate M,11,up,0.36666666666666664,50.0,logistic,M,none,none,False,1.0,False,0.020172184019242145,0.015237198281915268,0.008989840990473107,0.008419281851836982
ablate M,12,up,0.4,50.0,logistic,M,none,none,False,1.0,False,0.025277194617709747,0.019649516912401917,0.011950969629344433,0.010554632481411513
ablate M,13,up,0.43333333333333335,50.0,logistic,M,none,none,False,1.0,False,0.03191814397181821,0.02536336075277272,0.0158720612746158,0.013243988647867374
ablate M,14,up,0.4666666666666667,50.0,logistic,M,none,none,False,1.0,False,0.04073740675131943,0.03290323154714235,0.02110404331250662,0.01666787420118639
ablate M,15,up,0.5,50.0,logistic,M,none,none,False,1.0,False,0.05281015114747524,0.0431176601336923,0.028170947379676993,0.021094190639336607
ablate M,16,up,0.5333333333333333,50.0,logistic,M,none,none,False,1.0,False,0.07014518499865902,0.057519965694663194,0.03791028383945388,0.026951249718777385
ablate M,17,up,0.5666666666666667,50.0,logistic,M,none,none,False,1.0,False,0.09724022435241882,0.07926802841428308,0.05182654129454612,0.03501449120760525
ablate M,18,up,0.6,50.0,logistic,M,none,none,False,1.0,False,0.14870476118149603,0.11734473637639764,0.07337497934872828,0.04709404309283775
ablate M,19,up,0.6333333333333333,50.0,logistic,M,none,none,False,1.0,False,0.8570186879075616,0.3562610326329164,0.14359668080292096,0.08550287997608655
ablate M,20,up,0.6666666666666666,50.0,logistic,M,none,none,False,1.0,False,0.938811683947355,0.7317908938312546,0.2868765067257061,0.1655863279038282
ablate M,21,up,0.7,50.0,logistic,M,none,none,False,1.0,False,0.9671491462435358,0.8828268806948989,0.4150954224817042,0.24169333696926684
ablate M,22,up,0.7333333333333333,50.0,logistic,M,none,none,False,1.0,False,0.9806936547562868,0.9429921070365785,0.5255089040453194,0.31208897034696775
ablate M,23,up,0.7666666666666666,50.0,logistic,M,none,none,False,1.0,False,0.9879489527157916,0.9681713602723144,0.6186800945346057,0.37653726527222764
ablate M,24,up,0.8,50.0,logistic,M,none,none,False,1.0,False,0.99212384472544,0.9799069477924521,0.6961863303692513,0.43525349454145346
ablate M,25,up,0.8333333333333334,50.0,logistic,M,none,none,False,1.0,False,0.9946579502470555,0.9862539001185909,0.7599153483623882,0.4886091498111177
ablate M,26,up,0.8666666666666667,50.0,logistic,M,none,none,False,1.0,False,0.9962640240515213,0.9902425028521143,0.81177947641271,0.5370220799530067
ablate M,27,up,0.9,50.0,logistic,M,none,none,False,1.0,False,0.9973196486917156,0.9930673149695326,0.8535867494131595,0.580911098240884
ablate M,28,up,0.9333333333333333,50.0,logistic,M,none,none,False,1.0,False,0.9980355039414853,0.9952417674930407,0.8869822034041621,0.6206766446473414
ablate M,29,up,0.9666666666666667,50.0,logistic,M,none,none,False,1.0,False,0.9985342619782591,0.997012221098419,0.9134245107444294,0.6566929183977958
ablate M,30,up,1.0,50.0,logistic,M,none,none,False,1.0,False,0.9988900090909647,0.9985104362027023,0.9341819354277813,0.6893053273373706
ablate M,31,down,0.9666666666666667,50.0,logistic,M,none,none,False,1.0,False,0.9987267268190348,0.9978343414595464,0.9495655419958139,0.7188077615403372
ablate M,32,down,0.9333333333333333,50.0,logistic,M,none,none,False,1.0,False,0.9985238483333541,0.9966704352312352,0.9610389004682725,0.7454939536536965
ablate M,33,down,0.9,50.0,logistic,M,none,none,False,1.0,False,0.9982741774882941,0.9953160205846661,0.9696482318999716,0.769629978027368
ablate M,34,down,0.8666666666666667,50.0,logistic,M,none,none,False,1.0,False,0.9979685141965438,0.9938148367243,0.9761453440829783,0.7914562714801449
ablate M,35,down,0.8333333333333334,50.0,logistic,M,none,none,False,1.0,False,0.9975953011759049,0.9921603950634815,0.9810734129247157,0.8111899757242933
ablate M,36,down,0.8,50.0,logistic,M,none,none,False,1.0,False,0.9971401316680119,0.9903333271519121,0.9848268266933683,0.8290270424028646
ablate M,37,down,0.7666666666666666,50.0,logistic,M,none,none,False,1.0,False,0.9965850960182292,0.9883081204862068,0.9876931460633932,0.8451441159728754
ablate M,38,down,0.7333333333333334,50.0,logistic,M,none,none,False,1.0,False,0.9959079274681047,0.9860538016461287,0.9898826576729624,0.859700207310939
ablate M,39,down,0.7,50.0,logistic,M,none,none,False,1.0,False,0.9950808866524635,0.9835332157955478,0.9915492643076341,0.8728381677450173
ablate M,40,down,0.6666666666666667,50.0,logistic,M,none,none,False,1.0,False,0.9940692957195654,0.9807017864269797,0.9928052792670726,0.8846859691317989
ablate M,41,down,0.6333333333333333,50.0,logistic,M,none,none,False,1.0,False,0.9928295907718594,0.9775058770606708,0.993731889940463,0.8953577902349662
ablate M,42,down,0.6,50.0,logistic,M,none,none,False,1.0,False,0.9913066959642448,0.973880693228748,0.9943865022675604,0.904954902295183
ablate M,43,down,0.5666666666666667,50.0,logistic,M,none,none,False,1.0,False,0.9894304176248346,0.9697475857583445,0.9948077900799611,0.9135663360320061
ablate M,44,down,0.5333333333333333,50.0,logistic,M,none,none,False,1.0,False,0.9871103820763749,0.9650105413607917,0.9950189935053431,0.9212692960809459
ablate M,45,down,0.5,50.0,logistic,M,none,none,False,1.0,False,0.984228738789015,0.9595515370701466,0.9950297962353324,0.928129262806145
ablate M,46,down,0.4666666666666667,50.0,logistic,M,none,none,False,1.0,False,0.9806293050225574,0.9532242546616426,0.9948369268377135,0.934199677386471
ablate M,47,down,0.43333333333333335,50.0,logistic,M,none,none,False,1.0,False,0.9761007916525715,0.9458453335122998,0.994423435797969,0.9395210275212798
ablate M,48,down,0.4,50.0,logistic,M,none,none,False,1.0,False,0.9703496569526376,0.9371817422321146,0.9937563394486074,0.9441190023477095
ablate M,49,down,0.3666666666666667,50.0,logistic,M,none,none,False,1.0,False,0.9629535821895354,0.9269316294184052,0.9927818784988927,0.9480010829450094
ablate M,50,down,0.33333333333333337,50.0,logistic,M,none,none,False,1.0,False,0.9532756857097733,0.914693267042871,0.9914167315935468,0.9511502652881633
ablate M,51,down,0.30000000000000004,50.0,logistic,M,none,none,False,1.0,False,0.9402902260224957,0.8999096873344854,0.9895313530672601,0.9535129537766095
ablate M,52,down,0.2666666666666667,50.0,logistic,M,none,none,False,1.0,False,0.9221767364515214,0.8817554501624802,0.9869154380726288,0.9549732737368213
ablate M,53,down,0.2333333333333334,50.0,logistic,M,none,none,False,1.0,False,0.8951539447710825,0.8588505721774679,0.9831933609475907,0.9552886718346983
ablate M,54,down,0.19999999999999996,50.0,logistic,M,none,none,False,1.0,False,0.8485423115195844,0.8282113198365689,0.9775382088860503,0.9538675358038063
ablate M,55,down,0.16666666666666663,50.0,logistic,M,none,none,False,1.0,False,0.6439657332531135,0.7708529785876506,0.9654345865905465,0.947206648197817
ablate M,56,down,0.1333333333333333,50.0,logistic,M,none,none,False,1.0,False,0.10322872248089705,0.6209721228753333,0.9262786603369693,0.918776988574434
ablate M,57,down,0.09999999999999998,50.0,logistic,M,none,none,False,1.0,False,0.06670159271579068,0.5133407159833531,0.8847880524991578,0.8880579532196673
ablate M,58,down,0.06666666666666665,50.0,logistic,M,none,none,False,1.0,False,0.04546663140820024,0.44341486564274907,0.8441157655124724,0.8575524258308646
ablate M,59,down,0.033333333333333326,50.0,logistic,M,none,none,False,1.0,False,0.031906456622454483,0.401451727980331,0.804651494012244,0.8275722857510616
ablate M,60,down,0.0,50.0,logistic,M,none,none,False,1.0,False,0.02281462858736818,0.3818707865582216,0.7665885866779514,0.7982829024558231
ablate L,0,up,0.0,50.0,logistic,L,none,none,False,1.0,False,0.0020444778244967468,0.0,9.870485262587344e-05,0.00019860880334327677
ablate L,1,up,0.03333333333333333,50.0,logistic,L,none,none,False,1.0,False,0.0025018822044025014,0.0001315599381895822,0.00023369514781437114,0.00043589546431007005
ablate L,2,up,0.06666666666666667,50.0,logistic,L,none,none,False,1.0,False,0.0030631384301247383,0.00042615493195946656,0.0004157658249076973,0.0007192486003841918
ablate L,3,up,0.1,50.0,logistic,L,none,none,False,1.0,False,0.0037528117820800743,0.0009066909707961426,0.0006598123159639008,0.0010594704026718866
ablate L,4,up,0.13333333333333333,50.0,logistic,L,none,none,False,1.0,False,0.004601795544544143,0.0015903274863191034,0.0009851780645809005,0.0014699519147253752
ablate L,5,up,0.16666666666666666,50.0,logistic,L,none,none,False,1.0,False,0.00564919064673736,0.0024941164904249895,0.0014170090414446256,0.0019673616775328006
ablate L,6,up,0.2,50.0,logistic,L,none,none,False,1.0,False,0.0069449047253346005,0.0036420858739241195,0.0019880601866160705,0.002572551326103042
ablate L,7,up,0.23333333333333334,50.0,logistic,L,none,none,False,1.0,False,0.008553348192375259,0.005072555194224095,0.00274113752828942,0.0033117691229441444
ablate L,8,up,0.26666666666666666,50.0,logistic,L,none,none,False,1.0,False,0.010558851309561714,0.006845233915582348,0.0037324593674355243,0.004218324107836641
ablate L,9,up,0.3,50.0,logistic,L,none,none,False,1.0,False,0.013073878380392846,0.009048734041188423,0.005036389707518194,0.005334932027866044
ablate L,10,up,0.3333333333333333,50.0,logistic,L,none,none,False,1.0,False,0.016251996474370443,0.011810351823753925,0.006752300598046725,0.006717133604479655
ablate L,11,up,0.36666666666666664,50.0,logistic,L,none,none,False,1.0,False,0.02030938915792308,0.015311520470723199,0.009014895705483434,0.008438480792336568
ablate L,12,up,0.4,50.0,logistic,L,none,none,False,1.0,False,0.025562825372660056,0.01981509524636335,0.012010500992692148,0.010598814066933072
ablate L,13,up,0.43333333333333335,50.0,logistic,L,none,none,False,1.0,False,0.03250221159780624,0.02571711071381952,0.016004444865167434,0.01333836298167625
ablate L,14,up,0.4666666666666667,50.0,logistic,L,none,none,False,1.0,False,0.041944727352404725,0.03365341553806642,0.02139119928278019,0.016863952228026707
ablate L,15,up,0.5,50.0,logistic,L,none,none,False,1.0,False,0.05541530725055855,0.04474853316669033,0.028798161426626646,0.02150406687583596
ablate L,16,up,0.5333333333333333,50.0,logistic,L,none,none,False,1.0,False,0.07633370016045839,0.06132585062142102,0.03934530550179995,0.027848633845003648
ablate L,17,up,0.5666666666666667,50.0,logistic,L,none,none,False,1.0,False,0.11578553207386065,0.08985195289229997,0.05556430116887518,0.037250521237824914
ablate L,18,up,0.6,50.0,logistic,L,none,none,False,1.0,False,0.5126035522949911,0.1974975562043329,0.09423428728275843,0.0589476585352758
ablate L,19,up,0.6333333333333333,50.0,logistic,L,none,none,False,1.0,False,0.9800165360573564,0.6831275238272948,0.2433259468208712,0.14291287386118331
ablate L,20,up,0.6666666666666666,50.0,logistic,L,none,none,False,1.0,False,0.9924311485037997,0.8812207132685582,0.3791142264775652,0.22362419631349348
ablate L,21,up,0.7,50.0,logistic,L,none,none,False,1.0,False,0.9959267257792536,0.9517418010064431,0.49491972099093423,0.29714722503962615
ablate L,22,up,0.7333333333333333,50.0,logistic,L,none,none,False,1.0,False,0.9974960424827266,0.9764828066278609,0.5923653724009408,0.3638407316079362
ablate L,23,up,0.7666666666666666,50.0,logistic,L,none,none,False,1.0,False,0.9983791053337798,0.9857650983676929,0.6735413186372775,0.42426791567145844
ablate L,24,up,0.8,50.0,logistic,L,none,none,False,1.0,False,0.9989272841937165,0.9899751008996613,0.740542436883493,0.4789898053375717
ablate L,25,up,0.8333333333333334,50.0,logistic,L,none,none,False,1.0,False,0.999281811277336,0.9924815424352852,0.7953536784959173,0.528531162541563
ablate L,26,up,0.8666666666666667,50.0,logistic,L,none,none,False,1.0,False,0.9995154668808961,0.9943439827124118,0.8398036369641103,0.5733745300691245
ablate L,27,up,0.9,50.0,logistic,L,none,none,False,1.0,False,0.9996711352477455,0.9959005605193267,0.875542733130549,0.6139606762640878
ablate L,28,up,0.9333333333333333,50.0,logistic,L,none,none,False,1.0,False,0.9997756496003568,0.9972703597306432,0.9040351535495569,0.650690842145907
ablate L,29,up,0.9666666666666667,50.0,logistic,L,none,none,False,1.0,False,0.999846262180074,0.9985047142133727,0.9265600780169948,0.6839295479463972
ablate L,30,up,1.0,50.0,logistic,L,none,none,False,1.0,False,0.9998942297621901,0.9996317282281091,0.9442194124767771,0.714007526613408
ablate L,31,down,0.9666666666666667,50.0,logistic,L,none,none,False,1.0,False,0.9998567751893612,0.9989827457162639,0.957310078758627,0.7412209854944088
ablate L,32,down,0.9333333333333333,50.0,logistic,L,none,none,False,1.0,False,0.9998051823151602,0.9979415530880953,0.9670783173626192,0.7658418701113481
ablate L,33,down,0.9,50.0,logistic,L,none,none,False,1.0,False,0.9997341649056416,0.9967493586002931,0.9744146405864367,0.7881161141614359
ablate L,34,down,0.8666666666666667,50.0,logistic,L,none,none,False,1.0,False,0.9996362651332806,0.9954402473952315,0.9799589869453793,0.8082659455336844
ablate L,35,down,0.8333333333333334,50.0,logistic,L,none,none,False,1.0,False,0.9995010605604537,0.9940063226374553,0.9841737251667383,0.8264920263898744
ablate L,36,down,0.8,50.0,logistic,L,none,none,False,1.0,False,0.9993139831676826,0.9924274552493015,0.9873945378922773,0.8429753463694554
ablate L,37,down,0.7666666666666666,50.0,logistic,L,none,none,False,1.0,False,0.9990546264547854,0.990675806592647,0.9898660348077616,0.8578788724611484
ablate L,38,down,0.7333333333333334,50.0,logistic,L,none,none,False,1.0,False,0.9986943186592312,0.9887150016602598,0.9917667417093624,0.871348951371035
ablate L,39,down,0.7,50.0,logistic,L,none,none,False,1.0,False,0.9981926162393724,0.9864975481303986,0.9932266216280811,0.883516448098232
ablate L,40,down,0.6666666666666667,50.0,logistic,L,none,none,False,1.0,False,0.9974921767006024,0.9839609311743506,0.9943392636785975,0.8944975861905596
ablate L,41,down,0.6333333333333333,50.0,logistic,L,none,none,False,1.0,False,0.9965111407171643,0.9810220330949954,0.995170160803139,0.9043944265752776
ablate L,42,down,0.6,50.0,logistic,L,none,none,False,1.0,False,0.9951315698659415,0.977569102394301,0.9957619733955869,0.9132948746616391
ablate L,43,down,0.5666666666666667,50.0,logistic,L,none,none,False,1.0,False,0.9931813942560457,0.9734499334679083,0.996137250526743,0.9212720228806269
ablate L,44,down,0.5333333333333333,50.0,logistic,L,none,none,False,1.0,False,0.9904051488377829,0.9684538873609906,0.9962986614219782,0.9283824821422556
ablate L,45,down,0.5,50.0,logistic,L,none,none,False,1.0,False,0.9864141043039099,0.9622832713789893,0.9962262397236166,0.9346630480573093
ablate L,46,down,0.4666666666666667,50.0,logistic,L,none,none,False,1.0,False,0.9805953811071926,0.9545048294497753,0.9958701733674671,0.9401243760477371
ablate L,47,down,0.43333333333333335,50.0,logistic,L,none,none,False,1.0,False,0.971930346701133,0.9444600257101214,0.9951355075314029,0.9447387022623489
ablate L,48,down,0.4,50.0,logistic,L,none,none,False,1.0,False,0.9585809340556003,0.9310771512823093,0.9938492038638589,0.9484140211631401
ablate L,49,down,0.3666666666666667,50.0,logistic,L,none,none,False,1.0,False,0.9367374796552577,0.9123965531199757,0.9916794739883318,0.95093090601743
ablate L,50,down,0.33333333333333337,50.0,logistic,L,none,none,False,1.0,False,0.8960183899270235,0.883909988187782,0.9878740291571159,0.9517360881008577
ablate L,51,down,0.30000000000000004,50.0,logistic,L,none,none,False,1.0,False,0.7620095760331544,0.8240825959026438,0.9792793701967069,0.9483685040456179
ablate L,52,down,0.2666666666666667,50.0,logistic,L,none,none,False,1.0,False,0.07081959883068825,0.5580373727343313,0.9391587291464352,0.9195830073652635
ablate L,53,down,0.2333333333333334,50.0,logistic,L,none,none,False,1.0,False,0.03908846848054381,0.3778365898090896,0.895706459449408,0.8876335594824957
ablate L,54,down,0.19999999999999996,50.0,logistic,L,none,none,False,1.0,False,0.02555790713685208,0.2676759741986401,0.8535132435621039,0.8561916555748865
ablate L,55,down,0.16666666666666663,50.0,logistic,L,none,none,False,1.0,False,0.018099586321725404,0.19895340095250288,0.812926484584358,0.8255623570637539
ablate L,56,down,0.1333333333333333,50.0,logistic,L,none,none,False,1.0,False,0.013376121100457224,0.15523550555280385,0.7740360377102413,0.79584638562051
ablate L,57,down,0.09999999999999998,50.0,logistic,L,none,none,False,1.0,False,0.010129390740775682,0.12717569756656882,0.736846672985804,0.7670761866519253
ablate L,58,down,0.06666666666666665,50.0,logistic,L,none,none,False,1.0,False,0.007783653830219708,0.10942740636303021,0.7013286342956758,0.739255872973913
ablate L,59,down,0.033333333333333326,50.0,logistic,L,none,none,False,1.0,False,0.006035044906298269,0.09895311060109174,0.66743628018227,0.7123760169460481
ablate L,60,down,0.0,50.0,logistic,L,none,none,False,1.0,False,0.004704593728466497,0.09412663975249569,0.6351161061898379,0.6864200283454301
ablate M+L,0,up,0.0,50.0,logistic,L+M,none,none,False,1.0,False,0.0020444778244967468,0.0,9.870485262587344e-05,0.00019860880334327677
ablate M+L,1,up,0.03333333333333333,50.0,logistic,L+M,none,none,False,1.0,False,0.002501838779763895,0.00013155878477365772,0.00023369393318993964,0.0004358933438799578
ablate M+L,2,up,0.06666666666666667,50.0,logistic,L+M,none,none,False,1.0,False,0.00306279108157046,0.00042613034055133647,0.0004157502563087797,0.0007192242803673056
ablate M+L,3,up,0.1,50.0,logistic,L+M,none,none,False,1.0,False,0.003751445810750913,0.0009065183858633451,0.0006597263917117856,0.0010593484081422464
ablate M+L,4,up,0.13333333333333333,50.0,logistic,L+M,none,none,False,1.0,False,0.004597858746617976,0.0015895838934538108,0.0009848546602135991,0.0014695308235112667
