label,step,branch,alpha,dwell,link,ablated,reset_channels,reset_target,freeze_after_reset,recovery_multiplier,reset_applied_here,G,M,L,C
ablate M+L,5,up,0.16666666666666666,50.0,logistic,L+M,none,none,False,1.0,False,0.005639669850224777,0.0024916967926932355,0.001416034718355732,0.0019661903618148242
ablate M+L,6,up,0.2,50.0,logistic,L+M,none,none,False,1.0,False,0.006924287200523535,0.0036355197648665957,0.0019855213716981424,0.0025697178085605024
ablate M+L,7,up,0.23333333333333334,50.0,logistic,L+M,none,none,False,1.0,False,0.00851184604076531,0.00505682481976164,0.002735154798755074,0.0033055416666756708
ablate M+L,8,up,0.26666666666666666,50.0,logistic,L+M,none,none,False,1.0,False,0.010479299304924874,0.0068107129954977615,0.003719337838307616,0.00420553600708815
ablate M+L,9,up,0.3,50.0,logistic,L+M,none,none,False,1.0,False,0.012926207978953646,0.008977517218366633,0.00500906287132755,0.005309912340424703
ablate M+L,10,up,0.3333333333333333,50.0,logistic,L+M,none,none,False,1.0,False,0.015983171270581395,0.011669547514555418,0.006697449936186066,0.006669815798082936
ablate M+L,11,up,0.36666666666666664,50.0,logistic,L+M,none,none,False,1.0,False,0.019824518194044884,0.01504063784655991,0.008907527725233861,0.008350980931448522
ablate M+L,12,up,0.4,50.0,logistic,L+M,none,none,False,1.0,False,0.024688201340546508,0.019301444064488048,0.011803471243805519,0.010439046901376814
ablate M+L,13,up,0.43333333333333335,50.0,logistic,L+M,none,none,False,1.0,False,0.030908557410452127,0.024745325983733343,0.01560742512896096,0.013047601561000221
ablate M+L,14,up,0.4666666666666667,50.0,logistic,L+M,none,none,False,1.0,False,0.03897369167250921,0.03179399849826943,0.020625914554893248,0.016330995162816535
ablate M+L,15,up,0.5,50.0,logistic,L+M,none,none,False,1.0,False,0.049634331806525274,0.04108304102472084,0.027294060664372597,0.020506168654297986
ablate M+L,16,up,0.5333333333333333,50.0,logistic,L+M,none,none,False,1.0,False,0.06413375933953669,0.05363767132805156,0.036256568011768193,0.02589340085129973
ablate M+L,17,up,0.5666666666666667,50.0,logistic,L+M,none,none,False,1.0,False,0.08477498274967991,0.0712890996670716,0.048537114887660444,0.03300315931884762
ablate M+L,18,up,0.6,50.0,logistic,L+M,none,none,False,1.0,False,0.11671728000064985,0.09791630053013808,0.06597786055207165,0.04276530758986949
ablate M+L,19,up,0.6333333333333333,50.0,logistic,L+M,none,none,False,1.0,False,0.17751669911730783,0.14534901117126336,0.09300391444311282,0.05746175198264236
ablate M+L,20,up,0.6666666666666666,50.0,logistic,L+M,none,none,False,1.0,False,0.8571048170603119,0.5217447441295007,0.20091533137495923,0.11545639223943603
ablate M+L,21,up,0.7,50.0,logistic,L+M,none,none,False,1.0,False,0.9110562986147913,0.780015747054078,0.3363746652163721,0.19135131569134414
ablate M+L,22,up,0.7333333333333333,50.0,logistic,L+M,none,none,False,1.0,False,0.9393836617028952,0.8838733871293077,0.45614853034112807,0.2630471149084746
ablate M+L,23,up,0.7666666666666666,50.0,logistic,L+M,none,none,False,1.0,False,0.9568792016983393,0.9292606192534183,0.5592010299751872,0.3296637070204923
ablate M+L,24,up,0.8,50.0,logistic,L+M,none,none,False,1.0,False,0.9685034046769689,0.9521297252768818,0.6462397940009417,0.39103341274945436
ablate M+L,25,up,0.8333333333333334,50.0,logistic,L+M,none,none,False,1.0,False,0.9765657557230895,0.9656025972487987,0.7186855088238533,0.44727963410972427
ablate M+L,26,up,0.8666666666666667,50.0,logistic,L+M,none,none,False,1.0,False,0.9823213076452737,0.9745841273995196,0.778234993235112,0.49865789485634343
ablate M+L,27,up,0.9,50.0,logistic,L+M,none,none,False,1.0,False,0.9865171890253113,0.9810672664168535,0.8266377764437585,0.5454819645426577
ablate M+L,28,up,0.9333333333333333,50.0,logistic,L+M,none,none,False,1.0,False,0.989625711720679,0.9859799246545349,0.8655745271382037,0.5880859794747336
ablate M+L,29,up,0.9666666666666667,50.0,logistic,L+M,none,none,False,1.0,False,0.9919584456600338,0.9898236561053946,0.8965918028810066,0.626804092443091
ablate M+L,30,up,1.0,50.0,logistic,L+M,none,none,False,1.0,False,0.9937275604324847,0.9929038993703313,0.9210705609913394,0.6619594216158877
ablate M+L,31,down,0.9666666666666667,50.0,logistic,L+M,none,none,False,1.0,False,0.9925967116752715,0.9917592621535959,0.9391756112345152,0.6937221294952968
ablate M+L,32,down,0.9333333333333333,50.0,logistic,L+M,none,none,False,1.0,False,0.991222076559126,0.9895787969344941,0.9526275913709374,0.7224019608894215
ablate M+L,33,down,0.9,50.0,logistic,L+M,none,none,False,1.0,False,0.9895461123463326,0.9869082419108215,0.9626560603789949,0.7482799971668933
ablate M+L,34,down,0.8666666666666667,50.0,logistic,L+M,none,none,False,1.0,False,0.9874956355976271,0.9837918212140977,0.9701408904285942,0.7716077011856618
ablate M+L,35,down,0.8333333333333334,50.0,logistic,L+M,none,none,False,1.0,False,0.9849766244271474,0.9801641293154987,0.9757129035014729,0.7926089148939306
ablate M+L,36,down,0.8,50.0,logistic,L+M,none,none,False,1.0,False,0.981866750836952,0.9759179325307429,0.9798236207458385,0.8114813690632457
ablate M+L,37,down,0.7666666666666666,50.0,logistic,L+M,none,none,False,1.0,False,0.9780043137345478,0.9709101742520415,0.9827934898903044,0.8283976058331188
ablate M+L,38,down,0.7333333333333334,50.0,logistic,L+M,none,none,False,1.0,False,0.9731712131099777,0.9649523818939909,0.9848448153475622,0.8435051282003706
ablate M+L,39,down,0.7,50.0,logistic,L+M,none,none,False,1.0,False,0.9670655344466444,0.9577916578553622,0.9861233784583949,0.8569254281318941
ablate M+L,40,down,0.6666666666666667,50.0,logistic,L+M,none,none,False,1.0,False,0.9592548263034057,0.9490783213486872,0.986710961297204,0.868751216407326
ablate M+L,41,down,0.6333333333333333,50.0,logistic,L+M,none,none,False,1.0,False,0.9490904871365332,0.9383082766579566,0.9866291808067443,0.8790404506533538
ablate M+L,42,down,0.6,50.0,logistic,L+M,none,none,False,1.0,False,0.9355350274176895,0.9247108179306157,0.9858322489027868,0.8878039571339662
ablate M+L,43,down,0.5666666666666667,50.0,logistic,L+M,none,none,False,1.0,False,0.9167629771305208,0.9070002877109473,0.9841796093787752,0.8949782283899084
ablate M+L,44,down,0.5333333333333333,50.0,logistic,L+M,none,none,False,1.0,False,0.8890246197390461,0.8827067204776857,0.9813563498657797,0.9003559445995429
ablate M+L,45,down,0.5,50.0,logistic,L+M,none,none,False,1.0,False,0.8418866471443559,0.8455904127669298,0.9765836216136163,0.9033420195025132
ablate M+L,46,down,0.4666666666666667,50.0,logistic,L+M,none,none,False,1.0,False,0.5946507804422098,0.7389905054409813,0.9644278834572343,0.8994762243608619
ablate M+L,47,down,0.43333333333333335,50.0,logistic,L+M,none,none,False,1.0,False,0.1163701430006249,0.42260479693564906,0.925772846686553,0.8732014088500473
ablate M+L,48,down,0.4,50.0,logistic,L+M,none,none,False,1.0,False,0.08193038382816302,0.25089513246220657,0.8854571271857378,0.844915548119023
ablate M+L,49,down,0.3666666666666667,50.0,logistic,L+M,none,none,False,1.0,False,0.06019062914509945,0.15967536277732072,0.8459623158289935,0.8167409311003524
ablate M+L,50,down,0.33333333333333337,50.0,logistic,L+M,none,none,False,1.0,False,0.04527297747162128,0.10802123630178173,0.8075572750146522,0.7889518141531247
ablate M+L,51,down,0.30000000000000004,50.0,logistic,L+M,none,none,False,1.0,False,0.0345681966220223,0.07692059069247316,0.7703888915348917,0.7617043558821233
ablate M+L,52,down,0.2666666666666667,50.0,logistic,L+M,none,none,False,1.0,False,0.026670636781094274,0.0571367462111857,0.7345397851283143,0.7350933766603088
ablate M+L,53,down,0.2333333333333334,50.0,logistic,L+M,none,none,False,1.0,False,0.02073437964449567,0.043957230489789986,0.7000530895085898,0.7091773527771869
ablate M+L,54,down,0.19999999999999996,50.0,logistic,L+M,none,none,False,1.0,False,0.01621272682414877,0.034854560013850185,0.6669454081004136,0.6839914040120821
ablate M+L,55,down,0.16666666666666663,50.0,logistic,L+M,none,none,False,1.0,False,0.012734579773856962,0.028405882849236026,0.6352145893761239,0.6595548136905767
ablate M+L,56,down,0.1333333333333333,50.0,logistic,L+M,none,none,False,1.0,False,0.010038988665181981,0.02377456043501784,0.6048448809152399,0.6358757344128724
ablate M+L,57,down,0.09999999999999998,50.0,logistic,L+M,none,none,False,1.0,False,0.007937597772379727,0.02045189695028069,0.5758105902603857,0.6129543090862652
ablate M+L,58,down,0.06666666666666665,50.0,logistic,L+M,none,none,False,1.0,False,0.006291730138205302,0.01812428834912398,0.5480788056798174,0.5907848349689458
ablate M+L,59,down,0.033333333333333326,50.0,logistic,L+M,none,none,False,1.0,False,0.004997712340188186,0.01660390618511736,0.521611474955648,0.5693573161714239
ablate M+L,60,down,0.0,50.0,logistic,L+M,none,none,False,1.0,False,0.003977105915426262,0.015794045143978898,0.49636701794874116,0.5486586067577152
zero M once,0,up,0.0,50.0,logistic,none,M,zero,False,1.0,False,0.0020448364975812626,0.0,9.871344499494516e-05,0.00019862605479112498
zero M once,1,up,0.03333333333333333,50.0,logistic,none,M,zero,False,1.0,False,0.0025029324785455533,0.00013159935951748394,0.00023374505884831673,0.0004359850340654468
zero M once,2,up,0.06666666666666667,50.0,logistic,none,M,zero,False,1.0,False,0.0030654383533482827,0.000426373662091424,0.0004159268197644787,0.0007195104162597072
zero M once,3,up,0.1,50.0,logistic,none,M,zero,False,1.0,False,0.003757304123247494,0.0009074198371457932,0.0006602234776100513,0.0010600802914573744
zero M once,4,up,0.13333333333333333,50.0,logistic,none,M,zero,False,1.0,False,0.004610061481499602,0.0015922388774949,0.0009861054859565828,0.0014712131324571835
zero M once,5,up,0.16666666666666666,50.0,logistic,none,M,zero,False,1.0,False,0.005663871998069361,0.0024984787309673346,0.0014189482006142706,0.001969790464008456
zero M once,6,up,0.2,50.0,logistic,none,M,zero,False,1.0,False,0.006970412546598824,0.0036511987459059347,0.0019919170748673816,0.002577019425939436
zero M once,7,up,0.23333333333333334,50.0,logistic,none,M,zero,False,1.0,False,0.00859706650557227,0.005090504552365644,0.0027485494249790197,0.003319742755957588
zero M once,8,up,0.26666666666666666,50.0,logistic,none,M,zero,False,1.0,False,0.010633217099108977,0.006879216070052647,0.0037463659500441174,0.004232268835360596
zero M once,9,up,0.3,50.0,logistic,none,M,zero,False,1.0,False,0.01320006048183716,0.009111420212119426,0.005062060548431158,0.005359009223298048
zero M once,10,up,0.3333333333333333,50.0,logistic,none,M,zero,False,1.0,False,0.016466610738391965,0.011924214002242063,0.00679921537405936,0.006758424780048758
zero M once,11,up,0.36666666666666664,50.0,logistic,none,M,zero,False,1.0,False,0.02067728956892469,0.015517027013555394,0.009100274067289681,0.008509206151885319
zero M once,12,up,0.4,50.0,logistic,none,M,zero,False,1.0,False,0.026202930383001744,0.020187024609889748,0.01216618461942087,0.010720527761662676
zero M once,13,up,0.43333333333333335,50.0,logistic,none,M,zero,False,1.0,False,0.03364407132623553,0.02639939164108085,0.016291086045351042,0.013550384640979286
zero M once,14,up,0.4666666666666667,50.0,logistic,none,M,zero,False,1.0,False,0.0440679518206541,0.03494159026474853,0.02193010073332903,0.017241909060046596
zero M once,15,up,0.5,50.0,logistic,none,M,zero,False,1.0,False,0.059662178923380604,0.04731853176833577,0.02985311994401185,0.022206856045255022
zero M once,16,up,0.5333333333333333,50.0,logistic,none,M,zero,False,1.0,False,0.08619134874434972,0.06706864571470456,0.04159070167703358,0.02927080776887561
zero M once,17,up,0.5666666666666667,50.0,logistic,none,M,zero,False,1.0,False,0.15200918020904294,0.10757368561499447,0.06163676515500085,0.04090035158032538
zero M once,18,up,0.6,50.0,logistic,none,M,zero,False,1.0,False,0.9693331315857276,0.5328145018434326,0.1767520652269293,0.10647584776274131
zero M once,19,up,0.6333333333333333,50.0,logistic,none,M,zero,False,1.0,False,0.9928810837197899,0.8221093214995902,0.3191595287522151,0.19043082245546195
zero M once,20,up,0.6666666666666666,50.0,logistic,none,M,zero,False,1.0,False,0.9971994835294868,0.9301660148262696,0.44213140556598635,0.26717738960021536
zero M once,21,up,0.7,50.0,logistic,none,M,zero,False,1.0,False,0.9986250010030602,0.9687282910719426,0.5465134131880691,0.33679930246783873
zero M once,22,up,0.7333333333333333,50.0,logistic,none,M,zero,False,1.0,False,0.9992508366475077,0.9826853030920307,0.6341871603383972,0.39985995672886865
zero M once,23,up,0.7666666666666666,50.0,logistic,none,M,zero,False,1.0,False,0.999567857099549,0.9883434362448505,0.7071441635888495,0.45694794546219447
zero M once,24,up,0.8,50.0,logistic,none,M,zero,False,1.0,False,0.9997411876014636,0.9912559926419344,0.7673161857761636,0.5086170893572538
zero M once,25,up,0.8333333333333334,50.0,logistic,none,M,zero,False,1.0,False,0.999840529562325,0.9932240662382874,0.8165133313507172,0.5553762616564167
zero M once,26,up,0.8666666666666667,50.0,logistic,none,M,zero,False,1.0,False,0.9998994429429369,0.9948159660951799,0.8563936033257643,0.5976892886835099
zero M once,27,up,0.9,50.0,logistic,none,M,zero,False,1.0,False,0.999935353861503,0.9962138411209059,0.888448129387234,0.635977482137405
zero M once,28,up,0.9333333333333333,50.0,logistic,none,M,zero,False,1.0,False,0.9999577575072477,0.9974821648988607,0.9139966273281703,0.67062288828993
zero M once,29,up,0.9666666666666667,50.0,logistic,none,M,zero,False,1.0,False,0.9999720155488411,0.9986491063468435,0.9341901728584239,0.7019716355380358
zero M once,30,up,1.0,50.0,logistic,none,M,zero,False,1.0,False,0.9999812462115523,0.9997306239873,0.9500191835925664,0.7303371532150692
zero M once,31,down,0.9666666666666667,50.0,logistic,none,M,zero,False,1.0,True,0.9999449622717763,0.8007334211100577,0.961742392570261,0.7559904372618317
zero M once,32,down,0.9333333333333333,50.0,logistic,none,M,zero,False,1.0,False,0.9999608138533406,0.9565567027392406,0.970502883895619,0.7792129346158533
zero M once,33,down,0.9,50.0,logistic,none,M,zero,False,1.0,False,0.9999533651395046,0.9877728093656418,0.9770854989675941,0.8002252208532202
zero M once,34,down,0.8666666666666667,50.0,logistic,none,M,zero,False,1.0,False,0.9999383604724692,0.9935771223254307,0.9820638678930481,0.8192369721802566
zero M once,35,down,0.8333333333333334,50.0,logistic,none,M,zero,False,1.0,False,0.9999164705523761,0.9938597268716292,0.9858532451044747,0.8364382534975491
zero M once,36,down,0.8,50.0,logistic,none,M,zero,False,1.0,False,0.9998858890495533,0.9928106200936695,0.98875576134091,0.852001018851649
zero M once,37,down,0.7666666666666666,50.0,logistic,none,M,zero,False,1.0,False,0.99984347956555,0.9913493636316631,0.9909924250732219,0.8660807458568024
zero M once,38,down,0.7333333333333334,50.0,logistic,none,M,zero,False,1.0,False,0.9997847027159711,0.989677309299229,0.9927257243259129,0.8788179423135086
zero M once,39,down,0.7,50.0,logistic,none,M,zero,False,1.0,False,0.9997031755887942,0.9878276834208486,0.9940756447985212,0.8903394997206422
zero M once,40,down,0.6666666666666667,50.0,logistic,none,M,zero,False,1.0,False,0.9995899663724225,0.985789467483994,0.9951310580868195,0.9007598936974921
zero M once,41,down,0.6333333333333333,50.0,logistic,none,M,zero,False,1.0,False,0.999432575587893,0.9835358702877054,0.9959578290258977,0.9101822332881994
zero M once,42,down,0.6,50.0,logistic,none,M,zero,False,1.0,False,0.9992134867638955,0.9810301401471749,0.9966045718729557,0.9186991575994716
zero M once,43,down,0.5666666666666667,50.0,logistic,none,M,zero,False,1.0,False,0.9989081021542052,0.9782254017518534,0.9971066919966924,0.9263935719603179
zero M once,44,down,0.5333333333333333,50.0,logistic,none,M,zero,False,1.0,False,0.9984817851583896,0.9750624146539205,0.9974891406718179,0.933339206576984
zero M once,45,down,0.5,50.0,logistic,none,M,zero,False,1.0,False,0.9978855851523949,0.9714660572943524,0.997768155229347,0.9396009670158514
zero M once,46,down,0.4666666666666667,50.0,logistic,none,M,zero,False,1.0,False,0.9970499823235177,0.9673405030731187,0.9979521320744275,0.9452350249093996
zero M once,47,down,0.43333333333333335,50.0,logistic,none,M,zero,False,1.0,False,0.9958755845613653,0.9625627411008213,0.9980416654783312,0.950288563702627
zero M once,48,down,0.4,50.0,logistic,none,M,zero,False,1.0,False,0.9942189837543576,0.9569738654137958,0.9980286573288618,0.9547990377235085
zero M once,49,down,0.3666666666666667,50.0,logistic,none,M,zero,False,1.0,False,0.991870609088347,0.9503672626485727,0.9978942270614712,0.9587927023127683
zero M once,50,down,0.33333333333333337,50.0,logistic,none,M,zero,False,1.0,False,0.9885186480659713,0.942472343982806,0.9976048600370071,0.9622819822224107
zero M once,51,down,0.30000000000000004,50.0,logistic,none,M,zero,False,1.0,False,0.9836870495037202,0.9329315479472413,0.9971056776442185,0.9652608562270641
zero M once,52,down,0.2666666666666667,50.0,logistic,none,M,zero,False,1.0,False,0.9766209713142248,0.9212663337536307,0.9963085134854529,0.9676965632963896
zero M once,53,down,0.2333333333333334,50.0,logistic,none,M,zero,False,1.0,False,0.9660526759972716,0.906822715672221,0.9950695208061289,0.9695137313498027
zero M once,54,down,0.19999999999999996,50.0,logistic,none,M,zero,False,1.0,False,0.9496478892893925,0.8886705465397609,0.9931423765293211,0.9705604695583112
zero M once,55,down,0.16666666666666663,50.0,logistic,none,M,zero,False,1.0,False,0.9223574831737151,0.865362415670504,0.9900605748318425,0.9705209664037642
zero M once,56,down,0.1333333333333333,50.0,logistic,none,M,zero,False,1.0,False,0.8687808785248792,0.8339970629158425,0.9847095835558639,0.9685896875664761
zero M once,57,down,0.09999999999999998,50.0,logistic,none,M,zero,False,1.0,False,0.1449414765910827,0.7426234808447305,0.9594405599264536,0.9509788927069861
zero M once,58,down,0.06666666666666665,50.0,logistic,none,M,zero,False,1.0,False,0.0728673009119572,0.6426154448290022,0.9167209812465181,0.9193205697468771
zero M once,59,down,0.033333333333333326,50.0,logistic,none,M,zero,False,1.0,False,0.0437920332136464,0.5817065012075421,0.8743688323662,0.8875180299162475
zero M once,60,down,0.0,50.0,logistic,none,M,zero,False,1.0,False,0.028088064737519004,0.5533335733282451,0.8331924125081902,0.8561969859314279
zero L once,0,up,0.0,50.0,logistic,none,L,zero,False,1.0,False,0.0020448364975812626,0.0,9.871344499494516e-05,0.00019862605479112498
zero L once,1,up,0.03333333333333333,50.0,logistic,none,L,zero,False,1.0,False,0.0025029324785455533,0.00013159935951748394,0.00023374505884831673,0.0004359850340654468
zero L once,2,up,0.06666666666666667,50.0,logistic,none,L,zero,False,1.0,False,0.0030654383533482827,0.000426373662091424,0.0004159268197644787,0.0007195104162597072
zero L once,3,up,0.1,50.0,logistic,none,L,zero,False,1.0,False,0.003757304123247494,0.0009074198371457932,0.0006602234776100513,0.0010600802914573744
zero L once,4,up,0.13333333333333333,50.0,logistic,none,L,zero,False,1.0,False,0.004610061481499602,0.0015922388774949,0.0009861054859565828,0.0014712131324571835
zero L once,5,up,0.16666666666666666,50.0,logistic,none,L,zero,False,1.0,False,0.005663871998069361,0.0024984787309673346,0.0014189482006142706,0.001969790464008456
zero L once,6,up,0.2,50.0,logistic,none,L,zero,False,1.0,False,0.006970412546598824,0.0036511987459059347,0.0019919170748673816,0.002577019425939436
zero L once,7,up,0.23333333333333334,50.0,logistic,none,L,zero,False,1.0,False,0.00859706650557227,0.005090504552365644,0.0027485494249790197,0.003319742755957588
zero L once,8,up,0.26666666666666666,50.0,logistic,none,L,zero,False,1.0,False,0.010633217099108977,0.006879216070052647,0.0037463659500441174,0.004232268835360596
zero L once,9,up,0.3,50.0,logistic,none,L,zero,False,1.0,False,0.01320006048183716,0.009111420212119426,0.005062060548431158,0.005359009223298048
zero L once,10,up,0.3333333333333333,50.0,logistic,none,L,zero,False,1.0,False,0.016466610738391965,0.011924214002242063,0.00679921537405936,0.006758424780048758
zero L once,11,up,0.36666666666666664,50.0,logistic,none,L,zero,False,1.0,False,0.02067728956892469,0.015517027013555394,0.009100274067289681,0.008509206151885319
zero L once,12,up,0.4,50.0,logistic,none,L,zero,False,1.0,False,0.026202930383001744,0.020187024609889748,0.01216618461942087,0.010720527761662676
zero L once,13,up,0.43333333333333335,50.0,logistic,none,L,zero,False,1.0,False,0.03364407132623553,0.02639939164108085,0.016291086045351042,0.013550384640979286
zero L once,14,up,0.4666666666666667,50.0,logistic,none,L,zero,False,1.0,False,0.0440679518206541,0.03494159026474853,0.02193010073332903,0.017241909060046596
zero L once,15,up,0.5,50.0,logistic,none,L,zero,False,1.0,False,0.059662178923380604,0.04731853176833577,0.02985311994401185,0.022206856045255022
zero L once,16,up,0.5333333333333333,50.0,logistic,none,L,zero,False,1.0,False,0.08619134874434972,0.06706864571470456,0.04159070167703358,0.02927080776887561
zero L once,17,up,0.5666666666666667,50.0,logistic,none,L,zero,False,1.0,False,0.15200918020904294,0.10757368561499447,0.06163676515500085,0.04090035158032538
zero L once,18,up,0.6,50.0,logistic,none,L,zero,False,1.0,False,0.9693331315857276,0.5328145018434326,0.1767520652269293,0.10647584776274131
zero L once,19,up,0.6333333333333333,50.0,logistic,none,L,zero,False,1.0,False,0.9928810837197899,0.8221093214995902,0.3191595287522151,0.19043082245546195
zero L once,20,up,0.6666666666666666,50.0,logistic,none,L,zero,False,1.0,False,0.9971994835294868,0.9301660148262696,0.44213140556598635,0.26717738960021536
zero L once,21,up,0.7,50.0,logistic,none,L,zero,False,1.0,False,0.9986250010030602,0.9687282910719426,0.5465134131880691,0.33679930246783873
zero L once,22,up,0.7333333333333333,50.0,logistic,none,L,zero,False,1.0,False,0.9992508366475077,0.9826853030920307,0.6341871603383972,0.39985995672886865
zero L once,23,up,0.7666666666666666,50.0,logistic,none,L,zero,False,1.0,False,0.999567857099549,0.9883434362448505,0.7071441635888495,0.45694794546219447
zero L once,24,up,0.8,50.0,logistic,none,L,zero,False,1.0,False,0.9997411876014636,0.9912559926419344,0.7673161857761636,0.5086170893572538
zero L once,25,up,0.8333333333333334,50.0,logistic,none,L,zero,False,1.0,False,0.999840529562325,0.9932240662382874,0.8165133313507172,0.5553762616564167
zero L once,26,up,0.8666666666666667,50.0,logistic,none,L,zero,False,1.0,False,0.9998994429429369,0.9948159660951799,0.8563936033257643,0.5976892886835099
zero L once,27,up,0.9,50.0,logistic,none,L,zero,False,1.0,False,0.999935353861503,0.9962138411209059,0.888448129387234,0.635977482137405
zero L once,28,up,0.9333333333333333,50.0,logistic,none,L,zero,False,1.0,False,0.9999577575072477,0.9974821648988607,0.9139966273281703,0.67062288828993
zero L once,29,up,0.9666666666666667,50.0,logistic,none,L,zero,False,1.0,False,0.9999720155488411,0.9986491063468435,0.9341901728584239,0.7019716355380358
zero L once,30,up,1.0,50.0,logistic,none,L,zero,False,1.0,False,0.9999812462115523,0.9997306239873,0.9500191835925664,0.7303371532150692
zero L once,31,down,0.9666666666666667,50.0,logistic,none,L,zero,False,1.0,True,0.9999071402966656,0.9990310033141921,0.23479531537893022,0.7559980534340703
zero L once,32,down,0.9333333333333333,50.0,logistic,none,L,zero,False,1.0,False,0.999907907446554,0.9980242982864672,0.41004935099094963,0.7792169708688985
zero L once,33,down,0.9,50.0,logistic,none,L,zero,False,1.0,False,0.9999008834425529,0.9968908227511223,0.5417363225266152,0.8002258632963414
zero L once,34,down,0.8666666666666667,50.0,logistic,none,L,zero,False,1.0,False,0.9998866625582945,0.9956593709721804,0.6413438357447198,0.8192346699521631
zero L once,35,down,0.8333333333333334,50.0,logistic,none,L,zero,False,1.0,False,0.9998644019815359,0.9943283359432487,0.7171826184305471,0.8364333682653029
zero L once,36,down,0.8,50.0,logistic,none,L,zero,False,1.0,False,0.9998321440840809,0.9928880633461568,0.7753008178208869,0.8519938035697132
zero L once,37,down,0.7666666666666666,50.0,logistic,none,L,zero,False,1.0,False,0.9997867628871019,0.9913251103003848,0.8201259175078875,0.8660713580382409
zero L once,38,down,0.7333333333333334,50.0,logistic,none,L,zero,False,1.0,False,0.9997236871402859,0.9896227615823593,0.8549178844646433,0.8788064569441677
zero L once,39,down,0.7,50.0,logistic,none,L,zero,False,1.0,False,0.9996364223686682,0.9877605892956444,0.8820908020184298,0.8903259168773614
zero L once,40,down,0.6666666666666667,50.0,logistic,none,L,zero,False,1.0,False,0.9995158359540968,0.9857136000945338,0.9034423843725677,0.9007441408155251
zero L once,41,down,0.6333333333333333,50.0,logistic,none,L,zero,False,1.0,False,0.999349127062959,0.983451037877863,0.9203186136253074,0.9101641624715314
zero L once,42,down,0.6,50.0,logistic,none,L,zero,False,1.0,False,0.999118356639724,0.9809347841877832,0.9337324278051816,0.9186785379594793
zero L once,43,down,0.5666666666666667,50.0,logistic,none,L,zero,False,1.0,False,0.9987983489951039,0.9781172416228338,0.9444496732262758,0.9263700763784269
zero L once,44,down,0.5333333333333333,50.0,logistic,none,L,zero,False,1.0,False,0.9983536811942841,0.9749385353536564,0.9530515816313188,0.933312391565328
zero L once,45,down,0.5,50.0,logistic,none,L,zero,False,1.0,False,0.9977343266224759,0.9713228061077295,0.9599802791580161,0.9395702433706883
zero L once,46,down,0.4666666666666667,50.0,logistic,none,L,zero,False,1.0,False,0.996869273904933,0.9671732836702818,0.9655718971244319,0.9451996153689911
zero L once,47,down,0.43333333333333335,50.0,logistic,none,L,zero,False,1.0,False,0.9956570236394504,0.9623657088491927,0.9700804690596729,0.950247441385103
zero L once,48,down,0.4,50.0,logistic,none,L,zero,False,1.0,False,0.9939511147996047,0.9567394893586525,0.9736947739527272,0.9547508348556247
zero L once,49,down,0.3666666666666667,50.0,logistic,none,L,zero,False,1.0,False,0.9915374086544683,0.9500856825907078,0.9765494718153218,0.9587355708337915
zero L once,50,down,0.33333333333333337,50.0,logistic,none,L,zero,False,1.0,False,0.98809696874086,0.9421303894530442,0.9787311258798767,0.962213372113034
zero L once,51,down,0.30000000000000004,50.0,logistic,none,L,zero,False,1.0,False,0.9831420166009476,0.9325111590124474,0.980278804394506,0.9651771436257148
zero L once,52,down,0.2666666666666667,50.0,logistic,none,L,zero,False,1.0,False,0.9758969543050449,0.9207418266676815,0.9811774619027465,0.9675923803211426
zero L once,53,down,0.2333333333333334,50.0,logistic,none,L,zero,False,1.0,False,0.9650533874119194,0.906155534698917,0.9813389886280776,0.9693806325374441
zero L once,54,down,0.19999999999999996,50.0,logistic,none,L,zero,False,1.0,False,0.948184336248599,0.8877975092192181,0.9805563744267086,0.9703838608694432
zero L once,55,down,0.16666666666666663,50.0,logistic,none,L,zero,False,1.0,False,0.9199677312946087,0.8641617198083984,0.9783805701514384,0.970271110208719
zero L once,56,down,0.1333333333333333,50.0,logistic,none,L,zero,False,1.0,False,0.8636016376787755,0.8321214671563727,0.973648727090468,0.9681781403559367
zero L once,57,down,0.09999999999999998,50.0,logistic,none,L,zero,False,1.0,False,0.1358282216638275,0.7303771257363559,0.9454984921153448,0.9478191435888129
zero L once,58,down,0.06666666666666665,50.0,logistic,none,L,zero,False,1.0,False,0.0699413711903329,0.6317874995574055,0.9032952254782346,0.9161452508091462
zero L once,59,down,0.033333333333333326,50.0,logistic,none,L,zero,False,1.0,False,0.042363371022698895,0.5718615185318754,0.861521808378213,0.8843990539194798
zero L once,60,down,0.0,50.0,logistic,none,L,zero,False,1.0,False,0.027299031670062587,0.5439687829537625,0.8209292539746205,0.853159214512578
zero M+L once,0,up,0.0,50.0,logistic,none,L+M,zero,False,1.0,False,0.0020448364975812626,0.0,9.871344499494516e-05,0.00019862605479112498
zero M+L once,1,up,0.03333333333333333,50.0,logistic,none,L+M,zero,False,1.0,False,0.0025029324785455533,0.00013159935951748394,0.00023374505884831673,0.0004359850340654468
zero M+L once,2,up,0.06666666666666667,50.0,logistic,none,L+M,zero,False,1.0,False,0.0030654383533482827,0.000426373662091424,0.0004159268197644787,0.0007195104162597072
zero M+L once,3,up,0.1,50.0,logistic,none,L+M,zero,False,1.0,False,0.003757304123247494,0.0009074198371457932,0.0006602234776100513,0.0010600802914573744
