draw,area_baseline,area_neutralized,memory_attributable_area,multiplier_gain,multiplier_w_g,multiplier_w_alpha,multiplier_w_m,multiplier_w_l,multiplier_w_c,multiplier_threshold,multiplier_tau_m,multiplier_tau_l,multiplier_tau_c,multiplier_delta_m,multiplier_decay_l,multiplier_consolidate_c,multiplier_recover_c
32,0.44331208735375,0.07927713935227693,0.36403494800147307,1.084342330487374,1.1543038904311964,1.057986889660079,0.9773859122679045,0.8123823516734615,0.9048658023830266,0.9213521546093364,1.0192886248784085,1.1895541199429045,0.8695964942705382,0.9130784810055543,0.8053131156100436,0.825300518613981,0.9489187517613694
33,0.5043821630456398,0.04968418895801685,0.4546979740876229,1.0796118308467815,1.0799414059248977,1.034878386303772,0.8327870754992219,1.0719479531705987,0.9891998626585174,0.9687240226698746,0.9992013368134076,1.1021862231329584,0.923660488658248,0.8131405242941769,1.0969208165029345,0.9106050902687963,1.066929349028729
34,0.428600000140582,0.006031217628825905,0.4225687825117561,1.1072730278142846,0.8840848076005546,1.190687177729228,0.893546888742009,0.9770243015539708,1.018517358669885,1.1797016478934617,0.8787605320617732,0.9341261592228279,0.8865367693392302,0.8297211028470273,0.9109616869867293,0.9674793119608005,0.9550165019645948
35,0.37393722430169324,0.000909779679907433,0.37302744462178583,0.8609963721937206,0.9949890560718765,0.9964567448426281,0.8630063861387562,0.8155604093369435,0.984195313854332,0.9553827792763758,1.170042575117038,1.0132496839954832,1.031292356468305,0.9774260580589409,1.0771212118051503,0.9322056085893913,0.9208711727683886
36,0.37516491313563055,0.006997302623032235,0.36816761051259833,0.9627772272085642,0.9528635524153539,1.0369026873316392,0.8474336989093929,0.8029497985162788,1.0017265184598259,0.9224575976492477,1.025452966665357,0.9678253401588051,1.094131363331766,1.1538477573287866,0.8298555183407678,0.9732203235746412,1.1783022352720625
37,0.6041811792211229,0.07796970764994494,0.526211471571178,1.1605403996645522,1.0612194400994266,0.9102416825883977,0.9079992003995486,1.142065431565901,0.8444935689736872,1.0512295718665556,1.0366054078250886,1.0365604964757138,1.0496994643891613,0.9483816634799713,0.9901049310369163,0.8899815505028242,1.1246244328338633
38,0.4544014979727048,0.023900518033668963,0.43050097993903585,1.0584478569456497,1.020438691971037,1.0354092949438496,1.1268631208611501,0.9087277037801582,1.0393069430724298,1.0331435992524418,0.9059422355174728,1.112548589113595,1.0166357543515225,0.8259749220330798,0.9907154246718494,0.945320125697189,0.9729335022402232
39,0.41789893138131096,0.0007698572928503066,0.41712907408846067,0.8737837773238393,0.9208777532092121,1.0576561348405826,0.8752122115741382,1.0689876669845657,0.9678343392612833,1.0927050863889982,0.9981912299735896,0.891620377532207,1.0764369090521524,1.0194800943056102,1.0950959936910323,1.1921767710073818,0.9353757243444901
40,0.39341866495404,4.1480230088258006e-05,0.3933771847239517,0.8228600497204462,0.8392423619977448,0.9125751453851797,0.8086001431128225,0.9122443317435022,1.1157559759147355,0.9840498928900916,1.027152238161829,0.8803705432717142,1.134441654725453,1.0265707478101642,1.083707891009345,0.8549782629850787,0.9303597953027898
41,0.5288923465291949,0.04912034950208842,0.4797719970271065,1.1527083544441372,0.9998699166514101,0.9000247693403337,0.9317696631167395,0.801818214630061,1.050218255601147,1.0189502459949817,1.1811867657193165,0.988682178689938,1.0420820241782265,0.9722135798216276,1.0558519655644334,1.096046181912371,1.0772014304060284
