draw,signed_area,absolute_area,max_absolute_gap,endpoint_state_deficit,endpoint_G_gap,threshold_width,full_system_multistable,multiplier_gain,multiplier_w_g,multiplier_w_alpha,multiplier_w_m,multiplier_w_l,multiplier_w_c,multiplier_threshold,multiplier_tau_m,multiplier_tau_l,multiplier_tau_c,multiplier_delta_m,multiplier_build_0,multiplier_build_alpha,multiplier_decay_l,multiplier_consolidate_c,multiplier_recover_c
13,0.43499289382487133,0.43499289382487133,0.9766155991180072,0.579044674454139,0.0051673331085437535,0.5000000000000001,True,1.0823091353572523,1.066848489104108,1.0737064280375535,0.9436866534639895,0.8308640961271062,1.106266662786626,1.0963339891086143,0.8938405177200119,1.0803992480904743,1.167598901656051,1.0834045292649233,0.8491917133263795,0.9976064207961677,0.952844428814808,1.1930718798254298,0.9768739370360742
14,0.6288191497627555,0.6288191497627555,0.9886632201518527,0.6552871526699293,0.007519700160480585,0.7000000000000001,True,1.1353563782527487,1.1998249290261507,0.8398111979236722,1.1116060646109625,0.8894961084439423,1.1084541544378983,1.0364953800032386,1.1956978641870328,0.9439791151018635,1.1608838583414038,0.9480686627941652,0.898959723449134,0.9248673399736214,1.0561112362463108,1.1684477037135865,0.8184135222229911
15,0.3700929180482345,0.3700929180482345,0.9624254461428542,0.47027716859007584,0.0016656984761443396,0.4,True,1.1023652424465076,0.8272027778784569,1.10877552799709,0.9044305651805847,0.8087552306590828,0.8129695157129474,1.160884802550557,0.9683542888946793,0.8461480110875768,0.9784925023601265,1.16153727681096,1.1516256554382889,1.0166506929510404,0.8716657624467458,0.9069563058047525,1.1888453540459387
16,0.4316758162517916,0.4316758162517916,0.9179886608284112,0.7204633280133487,0.17237052285302942,0.55,True,0.8315901931987344,0.9460658107530142,0.8487316122657438,0.9735029068646437,1.1100836333539361,0.9417461551869023,0.8527613663213027,0.9828626931743876,0.8654974804558692,0.8514171353900579,1.0895503803811362,0.9634359415757257,1.1482175596162052,0.9649219550660235,0.937863627244613,0.9905007588587228
17,0.4018104146271931,0.4018104146271931,0.9364225197154471,0.6241543188496096,0.03679267800577451,0.4500000000000002,True,0.9596665259777355,0.8667930887573649,0.9570633445924185,0.8750656030837738,1.0528621969052674,0.9313204970427944,0.9177677586446688,1.0408306398016736,0.9420515313498303,0.9953460728415908,0.9403748693995386,0.8709933884135861,0.8982256975140597,0.9843778367839017,0.8271296814082231,1.0496994318129609
18,0.574400194281061,0.574400194281061,0.982415728251415,0.543100055371392,0.005232425749970521,0.6500000000000001,True,1.1656608969746802,0.9650490519036109,0.8199353792432391,1.0326165744497322,0.886228435575326,1.119253866448026,1.0310896367109987,0.888727062156678,1.1285470197612986,1.0296941975173115,0.8197057636946363,0.8631279266431343,0.9709032992191453,0.9949547597396928,1.1276324546937653,0.8506399122645784
19,0.42740126658979727,0.42740126658979727,0.9336846965889068,0.4700378837708753,0.010410476924597957,0.5000000000000001,True,0.8156935721048967,1.0251242792612942,0.9441824864339836,0.9812255438111215,0.9723035517287445,1.171562836720895,1.181450219794338,0.9200354354868329,1.018527667646459,1.0843746144339077,0.9530518736917374,0.8559418616899687,0.819901756065819,0.96556615166054,1.1290302429372678,0.9704613216609239
20,0.4641978636105685,0.4641978636105685,0.950952701907376,0.6028760609037863,0.020351749263762004,0.5500000000000002,True,0.8784212816929995,1.1037670496049048,0.8754792996314642,1.0503926237185777,0.9563866058169215,0.8345651781051487,1.0232456339786848,0.9355489197156989,1.049484977967255,1.16558564081233,0.9255728020769066,0.8448620312059024,1.165179146987575,1.1851481101247814,1.085962714129003,1.0527418072770836
21,0.47286123867833707,0.47286123867833707,0.9494920310984702,0.5962647405506896,0.022322320131928197,0.5500000000000002,True,0.8485464870854408,1.19825822605557,0.865927797444434,0.8613591737484451,1.041804746186276,0.8830644128615317,1.0529196544563748,1.0495886826576863,1.0348143003917853,1.0802281196069907,1.1072005628683768,0.8806946568222507,1.1415275728487249,1.122618060143164,0.8864203948006817,0.9940192438246475
22,0.4771971695889395,0.4771971695889395,0.982314143436122,0.7470661068598848,0.051062216497699625,0.55,True,1.1637394515425588,1.0059502780071086,0.997066203281302,1.169457876360826,1.0493389890689349,0.9389606130722353,0.8697619261945055,0.8816255833863204,1.0336378898220826,0.9204998463218337,1.0658057920061945,1.1728741481011218,1.1238936331465443,0.9313980839726603,1.117219123046527,0.8234580327194065
23,0.4729640420783108,0.4729640420783108,0.9818092132195876,0.6012841799625277,0.007724476244524949,0.5500000000000002,True,1.1866522756015727,0.9396528261609238,0.9808389124889763,1.1570364249499152,0.9836995625227677,0.8360415187414729,0.986535536702807,0.8533238097350375,1.1179625072983568,1.0376603292205795,1.0305944015825634,0.9893637292582073,1.181832819525667,0.9268942188779952,0.853169289054244,0.9911872935052083
24,0.48231600192499535,0.48231600192499535,0.9769797933357869,0.39445166225462874,0.0013737275106823705,0.55,True,1.141863167566113,0.8497362386722692,0.909457241087736,1.1161935166670203,0.864584120866037,1.1399916010666467,1.1474950741357204,0.9710655378365345,1.1421208701860404,1.1910796458614716,0.9753706821034231,1.0647984732715217,0.9296856710186675,1.0764241648144526,0.9280587943128655,1.092318934043346
25,0.37790329558175545,0.37790329558175545,0.977783595042629,0.7119192485109815,0.03712263856770421,0.45,True,1.1601988671573333,1.0950644248077537,1.1628728470893557,1.1747918673485918,0.9062564531963357,0.8613103117508923,0.8232558647685538,1.0685426964646927,1.1931103340519225,1.1394617233635989,1.0355704313562057,0.9030066294929633,0.8499198244949006,0.8670683047269944,0.9996944550673619,1.0334548201933842
26,0.2989131231116841,0.2989131231116841,0.9186679214105421,0.7100489282844646,0.08375656005237317,0.3500000000000001,True,0.8207630121678213,1.144581029647241,1.176985126639809,1.0214925901006287,0.8489847870339071,0.9482546531428944,0.8796482969267974,0.9384199704243529,1.1978048514693955,1.1292033956975274,1.036609659313917,1.0923235303470729,0.9486918602144362,1.145619382638876,1.1538201215649777,0.8421747057498331
27,0.44978700843104447,0.44978700843104447,0.9717455470650656,0.6852047385104431,0.025844984266451876,0.5000000000000001,True,1.0790317738361699,0.9389725578113175,1.0068897037249371,0.9525778413069704,1.0677803266232806,0.9650579773456025,0.9555044854967455,1.0479499159845702,0.817061217285476,0.9433796549571483,0.94169145908675,0.912829117911399,0.9119413288181105,0.915960488184245,1.0391958982808265,0.8955653274857267
28,0.43527921466308245,0.43527921466308245,0.9731972459300224,0.588965446647372,0.007947244054003443,0.5000000000000001,True,1.119746418244803,0.8336778012154351,1.1216261791102453,0.8477605600613766,1.1995312237043976,0.9198426890356066,1.094821773457579,0.8694929912315161,1.0164706274856123,0.8843733370512572,1.162007854991785,0.8931256719050072,1.0720449080864303,0.8848649900257676,1.1442413505044655,0.9532437314462322
29,0.4629843311665997,0.4629843311665997,0.9561893222905651,0.5477705968194766,0.0098416683932021,0.55,True,0.9547615324064882,1.0707785762713362,0.9225855206415121,0.8578630301757217,0.8553229448785571,1.0797062082831441,1.058303409714294,1.1254011621680524,1.183841980793712,0.9425125237752026,0.960281142828083,0.8167475103041555,0.8914153039418586,1.0072687080668572,0.9238296539021226,0.908711324223226
30,0.5323717223846401,0.5323717223846401,0.9766386589822946,0.8440382001093836,0.6951834343037206,,True,1.0288360246711872,1.122612265984892,0.885607623123515,1.065571186046861,1.0898111341703605,0.8984696281010145,0.8931048404017465,0.8453905431866424,0.8329813162355513,0.8116313252721192,0.9202869893582831,1.1532641304937274,0.9165592096820054,1.1565629868007445,1.1970937532433865,1.0397139751008893
31,0.389594161902801,0.389594161902801,0.9290264883974697,0.6950085462530454,0.0666795756205699,0.5000000000000001,True,0.8668461872988437,0.9716290890412376,1.044613813385967,0.968261626698895,0.9546877195273298,1.114521758407295,0.9214322341961464,1.0780461345431427,0.9874430133790267,0.9892858572044138,0.843138956028612,1.0017604246782157,0.9505376562349733,1.193656648973417,1.0523600119295522,0.9473404233961823
32,0.4052037993725897,0.4052037993725897,0.9329393698248759,0.680814933579308,0.0934028977873766,0.5000000000000001,True,0.8752041517411087,0.9226409090759463,0.9852058234392219,1.1667727948127937,1.1903434634090142,0.9349427698988111,0.8927656880619566,0.9279673510130033,1.0956269103391756,1.1074263171510095,0.9472769685115818,0.8378895361797453,0.9412415993938703,0.958654915027332,1.0313463386222133,0.9110838356882802
33,0.47218705649678555,0.47218705649678555,0.9611659936772158,0.60936543589071,0.020000615887043362,0.5500000000000002,True,0.9613904808354228,0.8811523855741774,0.9524021580070923,1.1533576157484104,1.1295424461413288,0.9723455799793679,1.0481541552674747,0.8620225773352904,1.0635848050989916,0.8379271010740064,0.978858097117006,1.071423073915474,1.1661946701205586,0.9350165008326871,0.9433430761161766,0.8749557487149404
34,0.3751909760612149,0.3751909760612149,0.9574005175317764,0.6542206254922126,0.01845422637832568,0.45000000000000007,True,0.9634601729093148,1.1101121327321164,1.1782221070196974,0.8666733610902462,0.802187211299705,1.1663443158943303,1.0042611564041404,1.0949974780998095,0.981766819413321,1.0196033884649915,1.0505177724262889,1.0928372454726898,0.87664264523255,0.9341460549496337,0.8664222844501783,1.1096813850835896
35,0.3962209344625642,0.3962209344625642,0.9377610051997463,0.6766458920132028,0.03962030444580249,0.5000000000000001,True,0.9037531070448205,0.8733931899034683,1.0959170028690486,1.0359474515903684,1.0098453326856294,1.0235618870974847,0.9838818503897968,0.9992664220669725,1.0249333037922084,0.9018747781764063,1.0359924478685216,1.1423373063851794,1.1932398298605926,1.1840392222290246,1.1789671461511744,0.8743800132590107
36,0.31958776910143033,0.31958776910143033,0.8887207181441423,0.5216185482932232,0.015950314316469285,0.4,True,0.8373430297739585,0.8516696865975986,1.0993165428482878,0.8647241169725889,0.8150415517658587,1.0103567468356434,1.056629154321386,0.877122351460343,0.9067931639975013,1.1061858544827317,1.149325355123863,0.8014693006006073,0.8633848555704474,0.9981029545265373,1.0977093506772702,1.0116285253572244
37,0.3331095770459968,0.3331095770459968,0.9239503858965024,0.8309666086612992,0.8048526640646998,,True,0.8377456511854058,1.1092473537417902,1.0926839616043973,0.8128674399669911,0.9762991834616599,1.1631223140081828,0.8045078905618958,0.9126661571005537,1.1302288301203305,1.0999078633724357,1.075423738280488,0.8504644967517664,1.0431371392437585,1.005141995656299,1.0682536371450753,1.0827115971235182
38,0.5298087060076959,0.5298087060076959,0.9799015075803863,0.5815696224374662,0.006222674060036755,0.6000000000000001,True,1.0389984207978966,1.0394728998006721,0.9576742920314232,1.1606079068713422,0.9453535151345438,1.1843046398521007,1.1361801609023134,1.0285371764897007,1.0866991557523822,0.913545435500933,0.9758695968125713,1.1784881759790933,0.9520731500407278,0.9281813420587215,1.1042813715148192,0.8397326068181484
39,0.5588847365760591,0.5588847365760591,0.9687941773528937,0.5344844626922093,0.009052036838652014,0.6500000000000001,True,0.9184866380771726,1.1448013595988678,0.8634292328557284,1.036261944806314,1.0501495231893307,1.1487245043538086,1.1371049921411958,1.141726938130006,0.8444045341630587,1.1901912281292832,0.8533876740658896,0.857117540200652,0.8558617837439358,1.0319266134807954,0.8832119770497325,0.8946754263212804
