dwell,max_absolute_state_difference,max_absolute_G_difference,endpoint_l2_difference
50.0,0.0008649091033293699,0.00010414648057133213,6.557203651951108e-05
320.0,0.0002450799565859585,7.840186551422157e-06,2.1136931534034414e-05
